#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5
1,3,2,1.66667,1,2,0,2,1,16720,,2091,34,131,0.75,404,639,2,0,3,4061,4061,34,,,,91939,39045,22,286018,142380
1,5,0,3,,0,,1,,,,21453,,12,0.166667,0,302,,0,5,52042,,,,,,0,447,1121,221,55
1,5,0,2.2,,0,,0,,,,30529,,15871,0.166667,0,390,,1,5,32823,5457,,,,,0,461,931,30,719
1,3,2,2.33333,4,1,4,2,3,135888,,6936,1094,116,0.75,1257,1959,1,1,3,15953,1524,31,,,2157,32961,111100,102041,328347,241649
1,0,5,,1,,1,,2,2927,,,1394,,6,393,0,1,,0,,,,93,611,2828,9375,45081,13,8,28
1,2,3,3.5,0,4,0,4,1,301144,,7960,47,4,1.33333,534,467,0,1,2,20105,,32,76,,,8313,1727,8,6890,386645
1,2,3,3,0,1,0,1,2,24795,,5314,410,116,1.33333,983,1045,1,2,2,15798,,21,,605,,0,60,377,619372,17985
1,3,2,3,1,3,0,2,1,734,,6818,57,490,0.75,125,960,0,0,3,24243,11093,45,68,,,10,5873,20334,349905,1464
1,2,3,1.5,0,0,0,0,1,73,,76,467,20642,1.33333,319,836,2,1,2,145,,36,68,1297,,8,2183,11,60,20
1,0,5,,1,,1,,1,30,,,1441,,6,1392,0,1,,0,,,3,364,,2280,0,14167,25,20,4
1,0,5,,1,,1,,2,222636,,,1491,,6,1428,0,0,,0,,,,374,535,5475,0,1211,36814,31000,8
1,4,1,2,1,0,0,1,2,1775,,6610,34,185,0.4,203,2861,0,8,4,10453,1823,34,,,,0,1775,1575,355831,676
1,2,3,1,2,0,2,0,1,274451,,11488,2065,107,1.33333,150,253,2,1,2,11488,26,,96,,3049.5,150432,4858,19,91128,295373
1,0,5,,0,,0,,1,1073,,,2984,,6,285,0,0,,0,,,18.5,,,4960.67,24495,10,4,108,1189
1,1,4,5,1,3,1,0,1,39885,,110345,3896,3,2.5,277,588,0,0,1,465166,465166,6,146,,7716,131058,30557,12482,334264,135152
1,1,4,3,1,0,1,0,2,353986,,3893,1664,4,2.5,1294,790,0,2,1,10036,628,1,,,2217.67,155662,169784,145166,136974,7328
1,3,2,1.33333,0,0,0,0,1,36683,,6,6,36683,0.75,76,268,1,1,2,7,,6,,,,10,7647,12502,40714,753166
1,0,5,,1,,1,,1,91026,,,92,,6,566,0,1,,0,,,21.6667,197.5,,,658241,4,18,3,350943
1,5,0,1.2,,0,,0,,,,16094,,102,0.166667,0,613,,0,4,25154,9374,,,,,166699,2994,6958,17661,11039
1,0,5,,0,,1,,1,8787,,,1576,,6,460,0,0,,0,,,64,157.5,,3750.5,13,6,6,4,483300
1,0,5,,2,,3,,2,23467,,,1610,,6,275,0,1,,0,,,26,,939.5,4536,35812,129,3378,666,1608
1,5,0,2.8,,1,,1,,,,94343,,6,0.166667,0,281,,0,5,134199,87672,,,,,0,37328,71558,121154,471084
1,3,2,2,1,2,0,1,3,9020,,3854,657,752,0.75,398,798,0,1,3,5985,,,,656.5,,22,639,8,12594,107323
1,2,3,2.5,1,2,2,1,2,425,,38025,4697,11,1.33333,2848,1276,3,4,2,70272,70272,,309,1148,12633,20,1636,7403,3627,316
1,1,4,1,1,3,0,0,1,22,,1467,1274,2427,2.5,634,3216,0,0,1,1467,1467,,377,663,3393,14459,1143,25,18688,21789
1,2,3,1.5,7,3,9,2,2,158710,,1257,679,63761,1.33333,282,2322,2,3,2,2343,,,321,1396,,0,93497,82166,6,1147894
1,4,1,2,3,2,0,2,2,2502,,1024,58,29339,0.4,918,297,0,0,4,1856,1309,58,,,,254856,48798,102349,249100,14591
1,4,1,1.75,0,3,0,4,1,141107,,149816,60,1037,0.4,779,2763,0,1,4,224213,199227,60,,,,0,8356,5794,141085,21
1,5,0,2.2,,6,,3,,,,29864,,144,0.166667,0,983,,3,5,40227,37822,,,,,0,10105,5683,11851,70182
1,5,0,2,,1,,1,,,,19467,,136,0.166667,0,959,,0,5,46453,58012,,,,,20,914,176888,104498,29935
1,0,5,,0,,1,,1,717,,,1170,,6,284,0,0,,0,,,7.5,304,,2766,14,20,17,830,11685
1,5,0,2,,0,,1,,,,4829,,7,0.166667,0,280,,3,4,8079,4407,,,,,0,739,562,1395,2706
1,5,0,2,,3,,4,,,,29096,,34,0.166667,0,318,,0,5,39947,21875,,,,,19,186,413174,793,103040
1,3,2,1.33333,0,2,0,2,1,168598,,22861,559,17,0.75,112,868,0,1,3,26582,19140,8,,1109,,0,349879,8565,18867,1548
1,2,3,2,0,0,0,0,1,5388,,342,1,90,1.33333,1069,2642,0,0,2,1024,,1,,,,0,20,63222,7453,1239
1,5,0,1.8,,1,,1,,,,20061,,36,0.166667,0,862,,3,5,22905,17759,,,,,1,5300,274598,28530,14358
1,1,4,1,1,3,1,0,1,285487,,7213,199,11,2.5,916,2026,1,4,1,7213,,1,110,682,,14,210093,494,7,19772
1,1,4,1,4,1,2,0,1,1358,,638,5983,102,2.5,457,2372,1,0,1,638,638,38,,1061.5,21772,0,15,87,1431,14
1,2,3,3,1,0,1,0,1,120,,14664,26,4,1.33333,182,179,0,1,2,43952,,26,,,,0,13,22,2878,312
1,0,5,,3,,4,,1,96419,,,1496,,6,362,0,1,,0,,,,144,672,3259.5,812361,170,8602,20372,3737
1,5,0,2.2,,1,,2,,,,18650,,38,0.166667,0,827,,2,5,40194,8673,,,,,6,38,9993,23902,17084
1,4,1,2,0,1,0,1,1,88,,10213,3584,30,0.4,568,1453,0,2,4,13486,7780,,,,3584,0,3307,67591,1347,140944
1,5,0,1.4,,0,,1,,,,74983,,27,0.166667,0,533,,3,4,83468,,,,,,549,1070,492,3232,444
1,5,0,2.2,,1,,1,,,,10337,,4212,0.166667,0,1102,,2,4,20396,36545,,,,,10,5700,12808,41909,1554
1,4,1,2.25,3,1,0,0,1,227,,9618,3,154,0.4,592,906,0,0,4,11297,10642,3,,,,0,66889,3016,14758,25818
1,4,1,2.75,2,2,0,2,2,94,,31513,57,23,0.4,290,1195,0,3,4,64277,74964,57,,,,33,33117,94,7518,639
1,5,0,1.4,,1,,1,,,,12215,,876,0.166667,0,1706,,2,4,16946,15927,,,,,18,21176,21597,72473,357144
1,0,5,,2,,1,,2,124656,,,2206,,6,422,0,2,,0,,,6,,,3672.33,37218,64121,28172,11,58
1,0,5,,1,,1,,1,971276,,,4931,,6,170,0,0,,0,,,,,724,6333.67,0,40,50770,30211,4
1,1,4,3,3,5,3,0,2,676,,601,700,472063,2.5,465,1032,2,4,1,1305,,55.5,157,,2532,333758,197297,5,7931,13
1,3,2,2.33333,5,2,2,1,2,621609,,80364,1608,5,0.75,1323,1046,0,1,2,103186,101625,,,1608,,77821,35825,470048,300425,245165
1,2,3,2,1,2,0,2,1,129803,,5482,1600,419,1.33333,470,538,0,0,2,5653,10704,61,128,,4612,45978,184647,11,236198,14438
1,5,0,1.8,,1,,1,,,,55029,,19,0.166667,0,296,,2,5,65683,,,,,,0,1389,4753,865,504
1,4,1,1,0,1,0,0,1,73097,,912,2286,29831,0.4,111,1105,1,1,3,1360,,,,,2286,5,27,65182,102064,19991
1,0,5,,0,,1,,1,168386,,,456,,6,651,0,0,,0,,,52,147,,1881,0,29244,7386,12351,25
1,4,1,1,0,1,0,1,1,1359027,,17854,4459,1045,0.4,290,613,0,1,4,17854,12495,,,,4459,85,5953,1320,4463,9873
1,1,4,4,1,4,1,0,2,37865,,5274,4731,88,2.5,480,440,0,0,1,20812,133,,223,,18255,8,7,155033,4378,4447
1,4,1,1.25,0,1,0,1,1,464,,69861,703,961,0.4,167,441,0,1,4,81467,58255,,,703,,0,213169,247,123441,17477
1,0,5,,2,,3,,2,131518,,,396,,6,358,0,1,,0,,,1,407,785.5,,221767,8,224652,458,22
1,2,3,2,0,3,0,2,1,48,,1190,215,3126,1.33333,562,669,0,0,2,2356,4177,37.5,,571,,0,34428,275,169350,126
1,4,1,1.75,0,0,0,0,1,12311,,8847,17,161,0.4,246,906,0,4,4,11970,10379,17,,,,21,45534,2747,16006,19223
1,4,1,4.75,1,5,0,7,1,2782,,6615,130,701,0.4,243,517,1,1,4,19925,5985,,130,,,0,82001,2782,93573,2914
1,0,5,,3,,1,,2,95708,,,2883,,6,1448,0,1,,0,,,1,,,3603.25,0,992,7634,5542,157
1,3,2,2.33333,3,2,3,1,2,17371,,20205,799,16,0.75,668,817,1,1,3,44359,42638,,,799,,0,3558,46,40,37204
1,1,4,3,5,1,8,0,2,171055,,25995,663,24,2.5,347,2435,1,1,1,74623,74623,,114,845.667,,7,122447,46070,1427,38510
1,4,1,2.25,0,2,0,0,1,10094,,15807,35,63,0.4,2484,1033,0,2,4,37871,3957,35,,,,79,28,19012,57343,10094
1,5,0,1.8,,1,,1,,,,12445,,731,0.166667,0,477,,1,4,33779,5212,,,,,12,12760,42,1442,89317
1,5,0,4,,0,,0,,,,6366,,36,0.166667,0,512,,2,5,14825,,,,,,0,30,1274,205,3027
1,1,4,2,1,0,1,0,1,3233,,174,3767,57494,2.5,562,1225,2,0,1,291,,,337,,7196.5,0,319724,12,5,586983
1,4,1,2.25,1,1,0,1,1,206118,,54022,26,25,0.4,2246,892,0,1,4,126035,36292,26,,,,17,25794,87640,198731,32940
1,5,0,3,,4,,4,,,,3908,,2219,0.166667,0,1211,,2,4,10529,3679,,,,,3,63633,150864,159784,43613
1,3,2,2,1,2,0,1,1,8,,13363,333,57,0.75,446,766,0,1,3,33978,261,,217,449,,17,33492,54432,293645,17
1,5,0,1.8,,1,,1,,,,5717,,283,0.166667,0,1083,,2,5,7776,4917,,,,,13,1491,3411,5799,8463
1,5,0,1.4,,0,,0,,,,64067,,88,0.166667,0,863,,2,5,70446,4370,,,,,17,3010,3804,5796,500279
1,5,0,2,,1,,2,,,,30274,,9,0.166667,0,637,,1,5,64330,,,,,,0,20711,335215,203457,498256
1,2,3,1.5,2,1,0,0,2,340046,,10551,1676,6385,1.33333,109,461,0,1,2,19017,23,42,,,2493,138942,13570,2,16324,492435
1,5,0,1.2,,0,,0,,,,2830,,17666,0.166667,0,456,,0,4,2895,,,,,,0,4295,141421,90531,2780
1,2,3,1,7,1,9,0,2,290560,,1582,543,159911,1.33333,1519,885,1,0,2,1582,,,236,697,,138816,73759,264535,29197,113
1,0,5,,1,,1,,2,76808,,,1325,,6,274,0,0,,0,,,38.3333,393,,6117,0,13395,5366,24772,72061
1,3,2,1,1,1,0,0,1,79661,,16128,2201,18,0.75,709,4578,1,3,2,28593,5785,39,,,4363,0,24301,5993,4431,52
1,0,5,,1,,1,,1,19,,,3049,,6,586,0,0,,0,,,,74,,4040.33,0,168385,160,20068,5
1,0,5,,1,,1,,1,7043,,,1312,,6,799,0,1,,0,,,28,79,602,5773,660180,114,3051,1189,426898
1,5,0,1.6,,0,,0,,,,11222,,52,0.166667,0,507,,1,5,13397,9203,,,,,0,19751,10512,30275,9951
1,2,3,2,1,2,2,0,2,15,,2873,113,358,1.33333,336,1655,0,2,2,5304,4403,34.5,271,,,22,27,28,1463,2183
1,4,1,1.5,1,0,0,0,1,968927,,2630,101,110,0.4,295,1588,0,1,4,2989,3344,,101,,,0,2705,424,18756,4578
1,1,4,0,2,1,2,0,2,110625,,,1510,,2.5,562,1831,0,0,0,,,,211,1349,2240.5,7259,863520,168320,9128,12554
1,3,2,1.33333,2,1,2,0,1,46906,,419,51,84574,0.75,239,1006,0,1,3,741,,51,,,,28,53,41714,15778,93759
1,1,4,2,0,0,0,0,1,583145,,1161,1653,1563,2.5,430,3494,0,0,1,2321,,45,231,,6106,0,498207,8,85236,20
1,5,0,1.8,,0,,0,,,,4459,,34,0.166667,0,467,,2,5,5860,3121,,,,,0,5994,49167,11208,11462
1,5,0,1.4,,0,,0,,,,8745,,22,0.166667,0,4339,,2,3,20041,51760,,,,,0,1644,757,404,239
1,3,2,3.33333,0,1,0,1,1,994,,6512,16,428,0.75,648,975,0,3,3,26413,,16,,,,21,13088,1006,95475,981
1,4,1,2,0,1,0,0,1,1154,,30957,32,302,0.4,134,3090,1,2,4,42135,,32,,,,18,2325,4981,4113,1154
1,2,3,8.5,2,2,2,2,1,155030,,14800,3525,125,1.33333,405,251,0,2,2,63485,76,,160,826,9590,24789,4,25,22,1157007
1,5,0,3,,2,,2,,,,32259,,6,0.166667,0,725,,1,5,66959,12423,,,,,0,5219,15282,9181,10519
1,2,3,2.5,2,4,1,0,2,28,,58024,86,5,1.33333,556,587,1,0,2,116080,,,86,,,39,4,69,1338,6
1,5,0,1.4,,0,,0,,,,3712,,38991,0.166667,0,3604,,0,4,3964,,,,,,0,159389,10160,8755,28832
1,4,1,1.75,1,1,0,1,2,267504,,2008,366,821,0.4,286,555,0,0,4,2693,,,366,,,0,10239,84666,228638,21629
1,2,3,1.5,1,2,0,1,1,63061,,17216,2935,9,1.33333,1297,654,0,1,2,17443,,,102,,8602,188,136707,247894,30175,46
1,5,0,1.6,,0,,0,,,,684,,37273,0.166667,0,185,,0,5,773,,,,,,0,2947,941,16112,10099
1,1,4,2,1,4,1,0,2,1889,,31,454,7487,2.5,1375,2137,0,0,1,51,,33.5,75,,1675,0,7487,86358,7310,131195
1,3,2,1.33333,1,1,0,0,1,32270,,67627,86,194,0.75,405,460,1,1,3,72560,29619,23,149,,,77310,8044,1547,31,200206
1,2,3,2,1,3,0,3,1,649019,,1200,24,25070,1.33333,366,803,0,1,2,1841,,24,,,,16,235171,769,36502,35202
1,5,0,1,,0,,0,,,,7746,,21,0.166667,0,1001,,0,4,8005,4621,,,,,13,2692,37505,16049,3402
1,5,0,1.6,,0,,0,,,,5498,,215,0.166667,0,468,,0,5,8160,8160,,,,,0,353,5717,1149,7460
1,0,5,,3,,3,,1,256131,,,5651,,6,388,0,0,,0,,,,214,1241.5,19907,0,889862,7307,4773,219184
1,5,0,1.6,,0,,0,,,,35906,,59,0.166667,0,436,,1,5,39268,,,,,,0,15571,187,136,384697
1,1,4,1,4,0,4,0,2,754544,,25834,2497,318,2.5,367,476,0,1,1,25834,,38,353,,4798.5,89439,20,33924,494693,17962
1,5,0,1.8,,1,,1,,,,4667,,8,0.166667,0,1463,,1,5,7932,5084,,,,,0,185580,2963,70468,315200
1,4,1,1.25,0,0,0,0,1,4688,,3092,5,1571,0.4,234,1459,0,7,3,5813,5813,5,,,,0,4687,1,93,13480
1,3,2,3,1,0,0,0,1,16150,,15258,42,5,0.75,289,1093,0,0,3,21381,12910,42,,,,0,13,21736,7276,7201
1,0,5,,2,,2,,2,9933,,,4095,,6,692,0,1,,0,,,,105,667,6568,95,1416,5651,1467,16591
1,3,2,2,2,1,1,2,1,431245,,16983,3243,448,0.75,364,784,1,0,3,62430,1056,63,,,6422,0,321384,8,230118,137042
1,0,5,,1,,2,,1,463275,,,8077,,6,454,0,0,,0,,,,364,,10004.8,22,127735,211934,235009,38925
1,5,0,3.6,,5,,7,,,,17588,,3,0.166667,0,362,,4,5,40708,23322,,,,,0,79,78,45,34
1,4,1,0.75,0,0,0,0,1,499,,5039,10,376,0.4,418,1013,0,1,3,5039,5039,10,,,,10,8367,3035,7263,499
1,3,2,2,1,0,0,0,2,809,,2584,16,104,0.75,2772,1702,0,1,3,3281,16,16,,,,0,44901,1137,30149,480
1,5,0,2.2,,9,,15,,,,9815,,29,0.166667,0,533,,0,5,12525,12397,,,,,17070,141264,45959,60381,393116
1,1,4,1,1,0,0,0,1,112,,21,1396,229,2.5,395,544,0,2,1,21,,21,358,1202,4001,19,34,22902,7195,229
1,5,0,1.6,,-1,,1,,,,5104,,12698,0.166667,0,344,,0,5,5870,,,,,,9159,146474,116530,21406,1714
1,5,0,2.8,,-1,,3,,,,40506,,4,0.166667,0,1387,,5,5,102271,,,,,,3,22,12756,3374,23873
1,4,1,1.5,0,1,0,2,1,392569,,5704,261,18,0.4,273,156,0,0,4,6678,8617,,261,,,24,802,1664,13,56312
1,0,5,,6,,3,,4,64,,,6396,,6,172,0,1,,0,,,,199,503.5,30577,892,365,80654,8912,8204
1,1,4,2,9,1,16,0,4,93744,,61249,875,11,2.5,766,323,1,1,1,93046,93046,12,334,,3141,4,37,39065,70411,11350
1,3,2,2,0,3,0,2,1,1027,,12849,2045,14,0.75,191,491,2,4,3,22019,29184,,,1361,2728,0,242,28614,86,7032
1,5,0,1,,1,,2,,,,10743,,20,0.166667,0,732,,1,3,18028,33184,,,,,8,300991,1508,4374,84942
1,2,3,0.5,2,4,1,2,1,72635,,4178,1280,74,1.33333,1280,876,0,1,1,4178,,,103,,3635,0,11529,130971,20040,200468
1,0,5,,0,,0,,1,522652,,,340,,6,409,0,0,,0,,,9,229,616.5,,0,5,39,8686,8
1,0,5,,2,,2,,2,870503,,,1523,,6,636,0,0,,0,,,,232.5,1156,2998,1726,19,60658,8303,4439
1,2,3,3.5,2,11,1,2,3,6286,,4555,4607,5814,1.33333,968,1872,0,1,2,13809,25828,58,,,9155,162830,1099,36,56,309556
1,0,5,,1,,1,,2,175879,,,4294,,6,265,0,0,,0,,,,122,558,10117,565766,6,107,40317,430224
1,4,1,2,1,3,0,3,2,1413,,15470,77,143,0.4,189,1169,0,0,4,16479,19563,,77,,,3244,7311,1288,661351,1413
1,0,5,,1,,2,,1,386,,,1732,,6,321,0,0,,0,,,8,,761,3566,17,24,2379,5,8873
1,5,0,2.4,,0,,1,,,,3686,,25,0.166667,0,353,,1,5,6956,1785,,,,,47,4309,1501,1160,1544
1,3,2,1.33333,0,0,0,0,1,892,,21671,270,576,0.75,771,1049,1,0,3,22684,30977,19,,521,,0,2607,3072,54356,1713
1,2,3,2.5,3,0,4,1,2,498,,5217,6093,203,1.33333,446,310,1,1,2,11514,,,84,,9097.5,8,15004,32555,1337,209541
1,0,5,,1,,0,,1,54302,,,2496,,6,914,0,1,,0,,,,195,1448,3611.67,0,1525,79,7,25
1,5,0,2.4,,2,,2,,,,39175,,2426,0.166667,0,1001,,0,5,89261,656,,,,,60,33,729,768,69096
1,2,3,0.5,0,1,0,1,1,137,,6906,1461,750,1.33333,397,858,0,2,1,6906,6906,3,,,4377,7,1027,759,864,8659
1,5,0,1.4,,0,,1,,,,51385,,29,0.166667,0,1056,,2,5,55409,,,,,,17,641,43,780,386
1,0,5,,1,,2,,2,8663,,,65,,6,353,0,0,,0,,,29,118,,,37,48,140,6059,17212
1,0,5,,4,,4,,2,8,,,2446,,6,388,0,0,,0,,,,,922.333,7015,4,5,7,7604,2313
1,3,2,1,2,0,0,0,1,1487,,2767,581,19263,0.75,316,230,0,0,3,2767,7948,38,,1123,,23,853916,65797,2970,16092
1,1,4,4,1,1,1,0,1,3180,,18202,2218,281,2.5,233,1373,1,0,1,51760,338,,236,888,6859,91180,54423,29123,199916,9911
1,4,1,2,0,1,0,1,1,7203,,70798,30,1630,0.4,563,620,2,1,4,95380,94334,30,,,,0,38933,112394,168438,7203
1,4,1,0.75,0,1,0,1,1,20737,,3603,20,7035,0.4,487,731,0,1,3,3603,3603,20,,,,13,20276,461,38862,891
1,3,2,4.66667,0,2,0,1,1,4999,,3392,182,3312,0.75,137,494,2,2,3,12941,2555,,182,,,108913,16086,11391,9836,9906
1,5,0,1.8,,1,,1,,,,36705,,18,0.166667,0,1036,,0,4,101454,17727,,,,,0,553328,290923,84710,57332
1,2,3,1,3,0,3,0,2,7,,1442,690,3,1.33333,448,800,0,0,1,2313,2313,,158,,1754,79,1081,10555,537023,278754
1,5,0,4.2,,2,,1,,,,31183,,4,0.166667,0,289,,2,5,86769,,,,,,16,5934,2872,45953,141232
1,5,0,1.4,,1,,1,,,,12154,,8636,0.166667,0,992,,0,5,13520,10788,,,,,48982,12940,8609,152761,30216
1,1,4,1,1,1,1,0,1,8162,,146,474,1499,2.5,1838,2202,0,0,1,146,146,31,146,,1687,15,19,1404,23,52
1,5,0,1.8,,1,,1,,,,8275,,76,0.166667,0,2318,,1,5,10068,10227,,,,,0,305,610,231,8660
1,2,3,2.5,0,4,0,1,1,7066,,14128,4348,42,1.33333,2061,5002,0,1,2,22004,22004,,,517,6263,33,37,30231,143,161875
1,5,0,1.8,,2,,2,,,,21654,,181,0.166667,0,594,,0,5,37214,41099,,,,,13140,17068,50531,8662,2864
1,5,0,1.6,,1,,1,,,,78843,,138,0.166667,0,346,,1,5,93333,110163,,,,,0,61,8995,5982,2710
1,4,1,2,0,2,0,1,1,1011,,18418,54,624,0.4,1632,1762,0,1,4,24707,24707,54,,,,0,8907,69304,18681,1011
1,2,3,1.5,1,4,1,2,1,3151,,7169,2351,71,1.33333,718,482,0,2,2,7404,6933,,,,2351,1645,1036,23580,1382,3932
1,0,5,,0,,0,,1,9595,,,228,,6,318,0,1,,0,,,6,283,,,521339,18936,3,6,106326
1,5,0,0.8,,1,,0,,,,27450,,467,0.166667,0,804,,0,4,27450,12721,,,,,3,4045,28827,1287,17595
1,0,5,,0,,0,,1,1383,,,1298,,6,411,0,1,,0,,,1,,905.5,2339,12,14586,2992,4417,202122
1,1,4,2,2,0,1,0,1,244149,,1663,626,52,2.5,884,929,1,0,1,3229,96,,96,802.667,,72,114,2142,36821,13828
1,5,0,2.6,,-2,,2,,,,1747,,10,0.166667,0,798,,1,5,4795,,,,,,1081,408,15417,2941,83
1,5,0,0.8,,0,,1,,,,3002,,24,0.166667,0,644,,0,3,3288,,,,,,0,10181,12940,2947,27245
1,3,2,3.33333,0,2,0,2,1,175544,,17403,637,65,0.75,622,1067,0,0,3,46430,4019,,87,1186,,0,27546,154029,77488,141277
1,3,2,1,1,1,0,1,1,638286,,15427,1082,158,0.75,402,512,0,0,3,15427,15427,,,1081.5,,30553,65890,46609,287517,154165
1,3,2,2.66667,1,4,0,4,1,266,,71635,1385,19,0.75,562,762,0,1,3,136131,134426,,130,,2639,12,3,1289,37315,448
1,5,0,2.2,,0,,0,,,,19963,,45,0.166667,0,976,,1,5,37339,3338,,,,,0,2642,190446,277,779
1,1,4,4,1,13,0,0,1,115,,48386,1043,12,2.5,676,748,0,2,1,185661,185661,,314,,2502,4837,197,112987,7623,103365
1,0,5,,0,,0,,1,1442,,,883,,6,436,0,0,,0,,,6,93.5,709,3512,157360,90,34488,111944,540098
1,5,0,3,,5,,10,,,,6392,,1929,0.166667,0,751,,1,5,6835,,,,,,201765,53151,84972,7377,47414
1,4,1,1.25,0,0,0,0,1,1003,,1045,15,2083,0.4,245,1027,0,0,4,1639,2557,15,,,,0,1003,8923,159332,169001
1,4,1,1.5,0,0,0,0,1,1308,,41121,6,264,0.4,716,1997,1,1,4,71957,,6,,,,50,1308,142,121067,149597
1,1,4,0,1,0,0,0,1,235891,,,8247,,2.5,434,1170,1,0,0,,,,122,487,16190,55,163,7,24179,14
1,0,5,,1,,0,,1,87599,,,666,,6,283,0,0,,0,,,21.5,211,1537.5,,74215,1461,77041,14,8
1,3,2,2.33333,2,0,0,0,2,16,,41145,673,2,0.75,435,1007,0,0,3,75838,75284,16,,1329,,283288,6548,104,1017,576051
1,4,1,1.5,0,1,0,1,1,100422,,48313,1,535,0.4,442,631,0,0,4,59050,77315,1,,,,32,7083,12849,28407,47900
1,0,5,,3,,1,,1,284,,,1897,,6,438,0,1,,0,,,6,423,,4316,0,8662,19315,42599,57963
1,3,2,3,1,3,0,6,1,83587,,1716,15560,4394,0.75,902,1168,0,3,3,2680,,,,,15560,0,200,1507,640,601
1,1,4,1,3,0,2,0,2,230327,,588,2967,1036,2.5,430,108,0,0,1,588,,1,,959,5453.5,145897,163300,27245,345973,7
1,0,5,,3,,4,,2,61353,,,3512,,6,598,0,0,,0,,,18,164,,8681,16,258,1382,15896,6
1,4,1,1.75,0,0,0,0,1,432,,2845,6,94676,0.4,1100,1785,1,1,4,4018,,6,,,,0,2285,1525,432,9
1,5,0,2.2,,1,,0,,,,7130,,64,0.166667,0,744,,2,5,22383,4441,,,,,43,337572,8899,18502,118363
1,5,0,3.4,,1,,3,,,,10082,,37023,0.166667,0,658,,0,4,27207,31354,,,,,6,72105,214428,69364,46212
1,5,0,0.6,,0,,0,,,,883,,465,0.166667,0,519,,1,3,883,,,,,,5,18596,8334,18449,627
1,0,5,,1,,1,,2,70,,,1999,,6,354,0,1,,0,,,54,,685,4284.5,77,1417,1412,5234,7628
1,0,5,,1,,1,,2,67536,,,4044,,6,325,0,0,,0,,,,164,786,6422.67,10,471306,60364,6,6
1,2,3,1.5,0,0,0,0,1,163214,,9554,2012,315,1.33333,720,1740,0,0,2,9554,,1,,,6035,4,249141,53,9,72786
1,5,0,1.4,,0,,1,,,,2913,,259,0.166667,0,1101,,2,5,3160,4270,,,,,89028,13202,9736,118140,214763
1,5,0,2.2,,1,,1,,,,4701,,165,0.166667,0,739,,1,5,6002,11447,,,,,0,183288,8871,4344,11277
1,1,4,1,1,1,1,0,1,167,,71289,1708,404,2.5,432,4075,1,0,1,71289,71289,,151,986,2847,8,102465,352494,167,4
1,0,5,,4,,3,,2,3071,,,2246,,6,102,0,1,,0,,,26,,905,3433.67,8,86,390,466,792
1,4,1,1.5,0,1,0,1,1,28676,,11565,6,747,0.4,312,1236,0,1,4,19631,6322,6,,,,56,662653,2938,104854,14242
1,3,2,1,1,0,0,0,1,335490,,2675,12,153101,0.75,327,1715,0,0,3,2675,2675,11.5,,,,17,105759,307577,11845,34088
1,3,2,1.33333,0,0,0,0,1,4945,,22509,223,74884,0.75,128,939,1,1,3,43209,129606,20,425,,,0,113241,4618,5774,7071
1,4,1,1.75,0,0,0,0,1,22,,6381,3120,10,0.4,543,643,0,1,4,7240,7240,,,,3120,14,15734,199,4536,5814
1,1,4,0,0,2,0,0,1,129805,,,42,,2.5,258,934,1,0,0,,,1.66667,164,,,55,374,40961,11,73305
1,2,3,2,2,2,1,2,2,241570,,9484,3846,8,1.33333,808,1008,1,2,1,21947,56,36,,854,10647,10,390419,976,310055,211390
1,0,5,,0,,0,,1,12045,,,2557,,6,745,0,2,,0,,,,360,672,3917.33,38618,489,26,1063,7488
1,4,1,2.75,0,2,0,2,1,1218,,34187,48,52568,0.4,1112,571,1,0,4,96092,7771,48,,,,25,1218,7447,21155,27607
1,0,5,,1,,1,,1,130384,,,669,,6,188,0,0,,0,,,16,,1104,,187735,68419,9,59027,2872
1,4,1,3.25,1,4,0,3,2,1029,,25467,109,727,0.4,344,2094,2,2,4,59536,56098,,109,,,3,2882,1029,20565,66348
1,0,5,,2,,2,,2,98375,,,784,,6,1324,0,1,,0,,,,356,1069,,732640,177,69143,1322,267057
1,0,5,,0,,0,,1,404055,,,1077,,6,342,0,0,,0,,,,110,714.333,3131,0,81001,25763,24158,181445
1,5,0,1.2,,0,,0,,,,13108,,5199,0.166667,0,196,,1,5,13678,,,,,,7,14395,160,100794,2844
1,2,3,2,1,1,1,0,1,375628,,5467,5902,2,1.33333,203,478,1,1,2,8426,8426,19.5,,,17668,34565,1460,1359,78,28910
1,1,4,0,0,0,0,0,1,410486,,,3158,,2.5,328,443,0,1,0,,,,359,,4091,76308,316288,57234,380115,47856
1,5,0,3.2,,1,,1,,,,16344,,5,0.166667,0,910,,1,5,35602,28957,,,,,115066,233,84791,7541,4346
1,0,5,,1,,1,,2,1148,,,2409,,6,738,0,1,,0,,,37,118,908.5,10074,5434,92146,1508,1850,2624
1,0,5,,0,,1,,1,2237,,,734,,6,334,0,0,,0,,,1,260,646,2502,14619,3,60080,280658,5
1,4,1,2.25,0,0,0,0,1,294,,3685,47,108412,0.4,692,655,0,0,4,13562,809,47,,,,8,231531,213078,294,187262
