#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7
1,5,2,1.8,3,3,2,2,1,84,,35315,122,15,0.5,1091,1410,1,0,5,69246,91043,,122,,,97,9792,2941,483863,150,423157,18
1,6,1,2,0,1,0,1,1,7451,,37308,2048,38,0.285714,94,2260,0,1,5,92008,114004,,,,2048,12,277502,12987,136799,31543,8618,8
1,7,0,1.71429,,0,,1,,,,8541,,2193,0.125,0,338,,2,7,13711,5908,,,,,1165,115,4174,8542,2935,2704,4744
1,4,3,3.5,1,2,1,1,1,64789,,19271,8974,36,0.8,572,802,1,1,4,42170,744,63,,,17884,0,21346,18939,998,1321,18906,210418
1,4,3,2.5,0,0,0,0,1,81517,,1266,13,589,0.8,459,909,0,1,3,3469,,13,,,,0,1416,30099,142150,269145,100986,185820
1,7,0,1.85714,,1,,1,,,,67699,,100,0.125,0,854,,1,7,85924,72013,,,,,0,2748,172,57,10586,10137,36588
1,2,5,1.5,4,1,3,0,2,158,,431,246,17,2,1913,893,1,1,2,503,503,,245.5,,,25,29,2920,13,793573,111954,13
1,3,4,2,1,2,0,1,1,5256,,5704,215,4322,1.25,472,854,1,0,3,11346,61,61,,677,,3,60,3438,987,611013,49585,15276
1,7,0,2.42857,,2,,2,,,,24065,,6,0.125,0,969,,4,6,55169,37524,,,,,9962,1179,1608,11281,309171,114,190277
1,3,4,1,1,0,2,0,2,39289,,3543,4974,349,1.25,286,1220,0,0,3,3543,5287,55,,,7434,0,5663,10187,75488,453224,877121,1028
1,2,5,2,2,1,2,0,1,276632,,920,1413,169,2,429,340,1,0,2,1187,1334,,149.5,683.5,5399,3222,333,8222,287908,537443,80135,12952
1,0,7,,4,,4,,2,52,,,5186,,8,351,0,2,,0,,,47,,848,11503,0,33949,73,4126,66,722,37
1,4,3,2.5,0,5,0,7,1,1963,,4466,2066,61,0.8,3144,2670,0,1,4,9912,3371,,127,1151,4921,628300,5620,4283,16892,150217,154066,48726
1,5,2,1.6,0,1,0,1,1,326503,,18115,1469,232,0.5,858,874,1,0,5,21154,28818,32,,,2906,14,185460,1373,280675,265454,130322,88311
1,6,1,2.66667,0,1,0,1,1,373,,9162,44,24,0.285714,146,278,0,1,6,20904,21652,44,,,,5775,130969,19248,857,20577,373,497
1,5,2,1.6,0,1,0,0,1,35,,14017,2542,15352,0.5,341,883,1,0,5,16469,20586,27,,,5056,191600,133725,29,36245,22914,135183,248056
1,7,0,1.42857,,0,,1,,,,60134,,237,0.125,0,2305,,1,7,67332,97336,,,,,1822,8539,1160,1856,25981,11409,6894
1,7,0,2.14286,,1,,1,,,,18682,,10849,0.125,0,222,,1,7,41287,48436,,,,,0,318,1338,1339,10187,21635,70541
1,1,6,1,0,0,0,0,1,318668,,28940,2335,203,3.5,211,485,0,0,1,28940,,,144,1450,4090.33,163372,4839,30621,83585,123945,300,3
1,0,7,,1,,1,,1,128573,,,3641,,8,242,0,1,,0,,,,187,,6231,0,181256,86638,68,47498,107841,135448
1,3,4,2,1,1,0,0,1,142246,,7016,29,7376,1.25,383,810,1,1,3,11819,997,15,70,,,2,150944,84484,1215,10,2266,142541
1,0,7,,0,,1,,1,57,,,325,,8,162,0,0,,0,,,,114.25,1168,,189756,9,91,14678,12659,18394,177845
1,6,1,1.66667,2,3,0,3,2,148267,,13071,126,24360,0.285714,286,868,0,1,6,14262,12015,,126,,,0,90569,80761,5758,1350,60397,61672
1,6,1,2.83333,2,5,0,7,1,2,,14666,2887,5,0.285714,175,1769,0,4,6,28601,21220,,,,2887,0,105,1321,307,200073,11248,153802
1,0,7,,2,,2,,2,58415,,,5825,,8,420,0,1,,0,,,,,,5825.17,18,5650,1009,122,87,53,946220
1,0,7,,1,,1,,1,22553,,,1240,,8,916,0,0,,0,,,22.5,164,,2768.67,1110,141,15769,18854,43,4398,29643
1,1,6,2,1,0,1,0,1,62,,14389,6838,2,3.5,699,685,1,1,1,26029,,35,77,,13626,11,592326,59111,277931,122,5873,10343
1,0,7,,1,,2,,2,78266,,,1923,,8,886,0,1,,0,,,,183,590,4996,37009,5,11908,17418,1114,146,149130
1,0,7,,2,,2,,1,37,,,2900,,8,424,0,1,,0,,,32,,790.333,8932,20120,19,1321,539412,109,288,189896
1,7,0,2.85714,,1,,1,,,,32862,,4,0.125,0,970,,2,7,66364,18036,,,,,204,19801,1397,701,286497,8596,192470
1,1,6,2,2,5,2,0,2,156678,,10548,1664,4765,3.5,375,679,0,0,1,19189,,30,,1110.67,4958,387476,30315,4,1904,2141,12019,28828
1,1,6,6,1,12,1,0,2,13282,,48200,4152,7,3.5,628,212,1,0,1,139408,139408,16,68,1121.5,22570,37,32,56720,102881,4943,6024,1557
1,7,0,1,,0,,0,,,,32621,,7,0.125,0,701,,1,5,33919,1997,,,,,181483,11097,21874,7259,24407,35879,150121
1,4,3,4.25,2,4,0,2,2,9412,,16527,15403,7,0.8,239,417,0,1,4,50039,47593,,,848.5,44512,50456,210108,56733,330676,3425,42674,608
1,5,2,1.6,0,1,0,1,1,14,,22333,2607,134,0.5,225,789,1,0,5,25745,11681,,,,2606.5,9,3427,26860,2772,35096,2500,58008
1,0,7,,3,,6,,1,300,,,525,,8,310,0,0,,0,,,11,247.667,974.333,,1,7,26043,12587,6,5,992
1,1,6,1,2,1,1,0,2,32959,,31,5141,127167,3.5,319,318,1,0,1,31,,6,110,983,9915.67,16,898,5099,5,9940,18616,997522
1,5,2,1.6,2,3,0,1,1,6924,,23495,105,69029,0.5,678,871,1,2,5,23637,39196,,105,,,31783,1020,41962,8719,31287,764940,12828
1,5,2,2.6,0,0,0,0,1,33,,24839,6,9,0.5,172,1430,0,3,5,56050,819,6,,,,0,6952,25,14,2889,56,1540
1,2,5,1.5,2,2,3,2,2,325020,,9379,9504,105611,2,577,1135,1,2,2,18636,,57,126,1249,44839,0,207563,719848,34,1212,169781,258143
1,1,6,1,2,2,2,0,2,191944,,11705,1962,78,3.5,349,400,1,0,1,11705,11705,6,160,886.5,4917,4,7280,8904,120710,1413,48,7180
1,3,4,2,1,1,0,0,1,19810,,8695,91,7,1.25,310,527,1,1,3,16352,9240,31.5,150,,,140923,7138,18763,21531,11881,2584,39088
1,4,3,4,2,18,1,23,1,4165,,10293,2644,57,0.8,739,1398,1,0,4,36644,9273,30,195,,7706,15,2582,1354,1103,29240,80389,9848
1,6,1,3.33333,2,3,0,3,1,48,,8735,123,5392,0.285714,524,621,0,0,6,18876,16653,,123,,,9,7984,21395,1027,20,48,502722
1,7,0,1,,0,,0,,,,8738,,5560,0.125,0,481,,1,7,8738,9211,,,,,3155,92,10064,65975,96635,67393,454
1,3,4,3,1,3,0,2,2,7442,,15979,4012,5,1.25,517,1874,1,2,3,35511,18602,,392,,5821.5,12,5,64025,505692,27248,28,60643
1,7,0,1,,0,,0,,,,4565,,67895,0.125,0,1457,,0,6,4628,6464,,,,,14,9813,224937,112331,168063,304286,28709
1,5,2,1.4,1,0,0,0,2,1312,,2449,165,3550,0.5,716,2104,3,1,5,2767,3355,62,267,,,100385,518,715,7901,143710,2551,10545
1,3,4,5.33333,6,7,4,2,2,3248,,30338,6250,42,1.25,499,433,0,3,3,70612,12794,,380.5,,17990,4,119477,39489,46514,63840,47116,15
1,0,7,,1,,1,,1,70822,,,1268,,8,341,0,1,,0,,,11,120,772,3215.5,6,91638,14,651084,146749,12,18999
1,2,5,2,0,0,0,0,1,907,,6653,133,257,2,161,235,1,1,2,13237,134,16,211,,,16,909,1663,19,22,18,34
1,1,6,2,1,1,1,0,2,90,,3324,5069,6,3.5,466,770,1,0,1,5748,900,,132,968,9448.33,184580,28455,1467,264,72443,45405,1421
1,6,1,1.16667,0,1,0,1,1,281,,6695,51,149,0.285714,295,632,0,0,6,8077,5313,51,,,,0,56,5300,80620,10275,281,575
1,6,1,0.833333,2,1,0,1,2,6651,,31346,56,1542,0.285714,1820,1366,1,1,4,31473,,56,,,,0,35969,6651,13847,13947,59484,256008
1,1,6,6,1,2,1,0,1,2156,,91651,1780,4,3.5,184,1282,2,0,1,325797,325797,16,,791.5,4533.5,2200,35,33017,104513,67489,324812,121564
1,5,2,1.6,1,1,0,1,1,1460,,15791,2759,144,0.5,184,329,7,1,5,26802,12763,,344,,5173,6,76800,4545,9589,470276,143,2783
1,3,4,1.66667,0,0,0,0,1,35758,,27618,1229,108,1.25,225,768,0,0,3,38792,38792,17,,709,4171,0,26002,757,14367,171828,5,3
1,1,6,2,4,8,8,0,1,70764,,18263,2523,15,3.5,374,395,1,0,1,35701,35701,,,1504,2862.67,181356,17,34,2633,8499,7,33562
1,0,7,,1,,1,,1,140,,,2652,,8,214,0,1,,0,,,34.5,188,,17741,747359,49066,41,3919,7393,26,109194
1,4,3,1.5,1,1,2,1,1,563304,,10359,175,90,0.8,273,483,0,0,4,10923,66,56,414,,,72,17218,7514,25,22954,14,465147
1,5,2,2.2,1,2,0,1,1,899,,10358,396,404,0.5,2202,1093,2,0,5,22240,17035,,396,,,0,1520,31,2559,1766,14484,67559
1,4,3,2.25,1,1,0,1,2,39,,10699,1542,14,0.8,289,797,0,2,4,21247,2773,10,129,,4486,13,56410,36,465733,62100,14,23365
1,2,5,4.5,0,1,0,0,1,215300,,6931,63,10,2,431,875,1,4,2,16835,494,6.33333,232,,,0,58,1164,6,182,18364,862
1,6,1,1.83333,1,0,0,0,2,10021,,13003,25,51,0.285714,213,1074,0,1,6,19833,18207,25,,,,16,53,8487,1531,2,454,854
1,6,1,2.66667,0,2,0,2,1,77,,10036,380,421,0.285714,368,1260,0,2,6,20523,2643,,380,,,10,226072,4727,15300,77,16083,2631
1,6,1,1.5,1,2,0,2,2,1429,,2633,56,538,0.285714,292,815,2,2,6,3681,56,56,,,,19,139,507,1580,66,1429,23454
1,1,6,1,1,2,1,0,1,165999,,7481,5027,1061,3.5,568,478,0,1,1,7481,7481,,206,508,7362,27,29983,10097,2918,37713,375,324889
1,7,0,1.42857,,1,,1,,,,13947,,138,0.125,0,266,,1,7,16178,18711,,,,,0,1303,20119,370,14441,5775,4424
1,7,0,2.57143,,1,,1,,,,18984,,26303,0.125,0,1497,,2,7,36913,43032,,,,,77722,40339,73135,48378,3539,6234,11519
1,4,3,1.75,0,1,0,1,1,204907,,30663,1803,21,0.8,339,548,0,0,4,49960,66370,37,,,3568,0,9992,90568,154,5753,161301,83330
1,2,5,2,3,2,3,1,2,195819,,31280,3440,5,2,1303,557,0,3,2,93236,301,11,301,,16286,13135,4,1376,10006,197400,5,316848
1,7,0,2.14286,,2,,1,,,,25517,,62,0.125,0,684,,1,6,58328,26081,,,,,3,20252,8666,26214,3826,121,14427
1,5,2,2.4,1,2,0,1,1,4439,,46326,799,61,0.5,1356,456,7,1,5,106614,104291,,384,1214,,679286,85888,82128,360,3,14037,4332
1,0,7,,0,,1,,1,1105,,,7160,,8,443,0,1,,0,,,19,231.5,639,24178.5,175658,30,3,9,483,1609,3
1,1,6,4,2,0,4,0,1,192382,,91,253,38502,3.5,523,1542,1,0,1,121,121,14.5,121,1127,,579,10813,5,27683,27422,11379,119447
1,5,2,1.2,2,0,2,0,2,86687,,4606,3149,26786,0.5,586,779,0,0,5,4981,10547,62,,,6235,218979,28828,41640,28751,426727,122317,6
1,6,1,1.66667,0,1,0,1,1,3,,2517,34,97413,0.285714,354,206,0,0,6,4494,,34,,,,1,907,1377,8939,7325,3,1578
1,6,1,1,1,0,0,0,1,1048,,3330,25,1361,0.285714,835,3010,0,1,5,4533,8236,25,,,,0,1048,1834,3896,3129,29963,283876
1,2,5,2.5,3,2,4,0,3,22,,59105,2472,23,2,298,492,2,0,2,132657,19187,,,1117,6536,1624,365,11484,9716,64572,45572,273466
1,7,0,1.85714,,1,,1,,,,25537,,7,0.125,0,1127,,1,6,45851,19735,,,,,46,2851,45943,71415,85,440,39
1,7,0,1,,0,,1,,,,2378,,146141,0.125,0,1710,,2,6,4076,,,,,,12,5794,3024,996,254,100745,278439
1,7,0,1.71429,,1,,1,,,,5017,,51341,0.125,0,547,,0,7,10387,2851,,,,,0,1297,208,19923,259,4266,1203
1,6,1,2,0,2,0,3,1,24844,,3705,1,7316,0.285714,365,510,0,1,6,9615,22669,1,,,,0,265881,359612,28336,178,23628,246996
1,7,0,3.42857,,-1,,1,,,,26631,,2539,0.125,0,511,,4,7,88874,,,,,,0,231,8531,7224,316,872,108
1,4,3,1.25,1,1,1,1,3,99983,,1776,33,2910,0.8,387,2014,0,0,3,3541,3541,33,,,,91632,58,37194,1516,718378,7213,533425
1,4,3,1.75,1,2,0,2,1,34245,,3524,411,359,0.8,375,1320,0,1,4,4959,4088,55,,1124,,128568,118806,102873,1334,34370,31816,85
1,6,1,1.66667,0,1,0,1,1,24,,2454,31,22057,0.285714,146,1949,0,2,6,4092,13781,31,,,,0,4326,24,91,29,2586,46
1,2,5,5.5,1,5,1,4,1,114773,,37832,30536,6,2,710,3008,0,3,2,97183,12681,,119,1015,75265,102358,235388,4641,291632,306,2400,8
1,7,0,1.57143,,2,,2,,,,15706,,81,0.125,0,249,,1,5,18457,3823,,,,,13,4751,342681,163068,138053,83462,53051
1,2,5,2,0,3,0,2,1,22,,9853,1883,63,2,309,1636,0,3,2,13210,,1,163,1475,3889,1673,215,201,220,2155,6459,91987
1,1,6,2,1,3,1,0,1,45855,,4733,1981,10,3.5,504,359,1,0,1,6674,6674,8,254,1217.5,4594.5,365323,260,5778,24,12,159533,447847
1,0,7,,1,,1,,1,218518,,,399,,8,396,0,1,,0,,,55.6667,95,844.667,,411953,210317,112181,33358,86381,17221,44517
1,0,7,,4,,5,,2,65838,,,745,,8,807,0,1,,0,,,53,291.333,1001,3237,27,15621,44701,4117,2269,23684,153
1,7,0,2.57143,,3,,3,,,,46581,,277,0.125,0,384,,0,7,106152,101173,,,,,14459,3325,17405,2847,20129,198532,486787
1,4,3,1.5,1,2,1,1,1,123,,3847,3109,432334,0.8,449,879,0,1,4,5406,904,34,137,,9157,229,19640,3642,12859,20,2311,602135
1,7,0,2.42857,,0,,1,,,,15741,,1249,0.125,0,1170,,2,7,48886,676,,,,,0,23130,12795,4105,10034,34690,17212
1,7,0,4.28571,,5,,8,,,,21596,,31,0.125,0,527,,1,7,45473,,,,,,0,97,1047,7303,7574,5558,4095
1,3,4,2.33333,3,0,4,0,1,528911,,30134,4159,3815,1.25,148,959,1,2,3,31608,87452,,,845,5816.5,190386,179731,47577,50892,106142,317898,109479
1,2,5,0.5,1,0,1,0,1,4693,,3,731,88963,2,210,437,0,0,1,3,,1,257,658,2481,5634,173916,132332,9031,4701,46977,171355
1,1,6,3,2,0,1,0,2,215,,1031,2112,18,3.5,776,447,1,2,1,2043,220,,220,556,3836.5,34300,18,1763,1099,7065,7449,1221
1,3,4,1,1,5,1,4,1,507836,,2603,516,257725,1.25,411,455,0,0,3,2603,2783,,172,630.333,,737,52101,96568,25861,6,248155,234508
1,7,0,1.42857,,1,,0,,,,26543,,40,0.125,0,536,,0,7,28361,25529,,,,,1236,358386,5736,11512,2672,14298,4033
1,2,5,2,2,2,2,0,2,319,,1396,2553,33,2,745,997,3,2,2,3385,6608,66,,944,8256,27871,757,3408,240216,11895,350445,622661
1,7,0,1.57143,,2,,3,,,,14973,,170249,0.125,0,1178,,0,7,16033,2935,,,,,3,87741,20398,8601,20368,23002,41830
1,6,1,1.66667,6,1,0,1,1,39,,6685,91,231,0.285714,268,1402,2,2,6,10541,9963,,91,,,0,39,136,862,115184,25063,14444
1,1,6,6,10,35,13,0,3,48,,2649,8420,9,3.5,1202,387,1,0,1,8578,917,,406,706.5,16234,36,4168,173,122315,9,366,6974
1,7,0,1.85714,,1,,1,,,,35127,,795,0.125,0,336,,1,6,69772,,,,,,13,103,1410,1749,2846,1226,14458
1,6,1,1.66667,0,0,0,1,1,1105,,4821,11,557,0.285714,181,370,0,4,4,11314,,11,,,,0,6100,19866,3066,1105,125,3182
1,2,5,2.5,1,6,1,0,1,73284,,3727,2053,366711,2,468,1039,0,0,2,7010,3607,,89,948,3588,51699,9,2,9,56027,38803,66255
1,4,3,2.25,4,2,3,1,2,4073,,49156,1857,3163,0.8,1420,1777,1,2,4,108448,87832,,97,,2736.5,13,3969,1436,30246,7120,5848,108651
1,5,2,2,0,1,0,1,1,91431,,1813,49,54,0.5,719,1521,0,2,5,2531,2136,25,73,,,0,21381,953,9570,10621,322019,153809
1,1,6,2,1,1,1,0,1,81257,,2556,3238,280315,3.5,1440,1603,1,0,1,4036,4036,,,616,4548.5,18757,196111,4579,1596,1464,2516,418725
1,7,0,3,,1,,1,,,,44484,,7,0.125,0,921,,2,7,60401,51665,,,,,74,309,93,81,34,728,2997
1,0,7,,0,,1,,1,93707,,,254,,8,586,0,0,,0,,,13.25,205,1314,,14,18,41452,7378,123300,36,7
1,2,5,1.5,2,2,2,0,2,95468,,174,202,7855,2,819,767,1,1,2,227,121,,202,,,21,12,4,52000,15698,23265,600520
1,2,5,2.5,1,2,1,2,1,145872,,1354,3203,233648,2,625,1363,2,2,2,1702,1702,9.5,,,5332.33,9,258,53,28,2628,128183,200147
1,0,7,,1,,1,,1,10,,,912,,8,401,0,0,,0,,,9,339,1020.33,2639,542,7,11,79,346,278,2106
1,6,1,2.5,5,1,0,1,5,12,,8491,,15,0.285714,633,1353,4,1,6,14248,11583,,,,,3902,7121,23780,69152,6193,447747,548998
1,0,7,,3,,3,,1,39,,,1674,,8,381,0,1,,0,,,21,241,932.333,8416,596197,47354,5,154,1167,438,3088
1,7,0,1.28571,,1,,1,,,,17824,,97,0.125,0,630,,2,5,23386,,,,,,19,7417,10041,376994,500,3735,44
1,7,0,3.42857,,1,,1,,,,11549,,4,0.125,0,581,,1,7,39553,22732,,,,,1353,1434,130,2024,2508,2996,850
1,6,1,2.33333,0,1,0,1,1,69,,10696,360,579,0.285714,303,836,1,1,6,22696,17735,,360,,,0,7213,14,2508,205,2606,7187
1,1,6,2,1,0,2,0,2,82,,3433,124,40,3.5,506,310,2,0,1,5321,5321,11.6667,117.5,474,,11,6088,14184,37365,301,14348,5444
1,7,0,2,,0,,1,,,,46781,,144,0.125,0,666,,1,7,50197,46941,,,,,220320,511198,80986,1221,189949,4279,103
1,7,0,1.28571,,-1,,1,,,,2240,,14,0.125,0,414,,3,5,2750,,,,,,3,8829,105147,414779,20224,47458,87783
1,7,0,1.42857,,1,,1,,,,11064,,8851,0.125,0,824,,2,7,11252,12689,,,,,5,1666,185694,90118,39637,48160,19462
1,1,6,4,5,5,9,0,2,160780,,616,1197,7250,3.5,441,896,0,1,1,1707,591,,201,1012.33,2746,8,229471,10499,16769,18244,7250,42649
1,0,7,,0,,0,,1,173180,,,837,,8,2022,0,0,,0,,,46,242,1272.5,2543,0,386,55,800,78,10,760308
1,4,3,1.5,3,1,3,0,2,398794,,9513,3187,44,0.8,297,2284,1,1,3,9748,9427,,188,1245,8127,1624,7282,5,12736,6178,1452,70513
1,3,4,2.66667,1,1,0,2,1,71,,11538,476,346,1.25,169,691,0,0,3,16459,13973,58,105,870.5,,0,107999,351736,18,5,657,19461
1,0,7,,1,,1,,1,78954,,,5038,,8,368,0,0,,0,,,6,,1473,8078,7631,12,6417,449392,41,373297,394576
1,2,5,1,2,0,1,0,1,131885,,1484,1492,1961,2,1074,1302,1,0,2,1484,1389,,144,556,3103,108644,9662,20572,91562,24531,1199,27
1,3,4,1.33333,1,3,0,3,2,58765,,45017,3685,1809,1.25,477,436,0,1,3,45502,67931,,,645,5205,0,30220,46,14,61203,814,1372
1,4,3,2.25,1,1,1,1,1,131,,7865,71,358,0.8,440,1727,1,0,4,14486,12675,16.5,180,,,48948,503604,354,9592,25279,25353,128217
1,0,7,,1,,0,,1,76,,,1125,,8,575,0,2,,0,,,35.5,119,806.333,5265,151882,32,15,7,50,44,13610
1,0,7,,0,,0,,1,38524,,,498,,8,301,0,1,,0,,,32,217.5,545,2040,26170,8837,225710,938,46424,3005,543021
1,6,1,2,1,0,0,0,2,138,,19379,35,12,0.285714,172,744,0,1,6,23047,18272,35,,,,263216,77247,138,7935,155152,3189,55445
1,7,0,0.571429,,0,,0,,,,28551,,67,0.125,0,1090,,2,4,28551,,,,,,82448,4055,193,8803,20162,55754,96689
1,5,2,4.4,0,1,0,2,1,3689,,10599,75,15,0.5,334,875,0,0,5,28450,12880,,75,,,16,53430,130935,7270,152548,108,69637
1,5,2,1.6,1,3,0,1,1,22,,5216,538,2365,0.5,424,844,2,1,5,5882,5882,,77,999,,347210,11512,12854,50393,61805,89636,202926
1,1,6,0,0,0,0,0,1,62149,,,1253,,3.5,379,1287,1,1,0,,,17,306,743,6129,17253,126709,2077,1461,14,11000,134157
1,0,7,,1,,1,,2,110640,,,2293,,8,327,0,0,,0,,,36,443,528,7485,5,597852,196967,7,8,5732,70342
1,7,0,2,,0,,1,,,,46474,,322,0.125,0,533,,1,7,48607,63732,,,,,0,27800,2855,12469,75120,1334,19111
1,2,5,1,0,1,0,0,1,322204,,36048,123,1860,2,410,2164,0,0,2,36048,72055,38,207,,,3,21,252,80870,1015,2696,5449
1,0,7,,0,,1,,2,17977,,,3732,,8,645,0,1,,0,,,,,838,5902,29,2114,3509,11,2934,6853,1817
1,3,4,1.66667,1,2,1,1,1,8937,,6286,158,444,1.25,206,503,1,1,3,11044,16531,21,70,471,,0,19,8273,1302,2073,29532,752319
1,7,0,1.85714,,1,,1,,,,46777,,18,0.125,0,2100,,2,6,71445,19177,,,,,20,1475,2841,73468,309845,2274,71
1,2,5,2,2,6,2,4,1,97209,,8656,3150,1630,2,1593,361,0,0,2,8907,8907,,373,475,4967.33,2,107705,980945,41681,336,16325,17945
1,5,2,1.8,2,2,0,1,1,415,,2528,80,52660,0.5,163,658,1,2,5,5282,11327,,80,,,218175,17844,212,10045,618,93792,245530
1,7,0,2.14286,,0,,2,,,,39486,,1136,0.125,0,619,,5,7,49463,47297,,,,,3,287740,311,20441,22635,114,16499
1,0,7,,3,,2,,2,21943,,,3836,,8,1155,0,2,,0,,,,174,1605,8241.33,30,539,10,9,8,830,252
1,1,6,3,0,1,0,0,1,27518,,5986,968,209,3.5,597,2427,1,0,1,15356,41,19,145,526,5079,7,226583,116,1206,1451,19752,1525
1,6,1,1,0,0,0,1,1,168827,,3117,24,17021,0.285714,507,2613,0,2,5,3254,4029,24,,,,8777,8432,1544,141187,76,7039,20524
1,6,1,2.5,0,2,0,2,1,62,,8284,590,161,0.285714,686,961,0,1,6,19946,2978,,,590,,204068,282759,1554,678,356144,7299,1088
1,6,1,1,1,1,0,1,1,107,,89713,47,55625,0.285714,225,644,0,2,6,89713,178387,47,,,,0,417697,116,144,525,107,1247
1,7,0,1.71429,,1,,1,,,,7377,,86921,0.125,0,709,,1,7,15182,12967,,,,,15,117741,20030,13084,3226,77870,25541
1,5,2,3.2,1,4,1,4,1,10,,25838,95,255,0.5,150,405,0,1,4,127977,119074,,95,,,132,1196,1697,80,1409,604737,555322
1,5,2,1.8,2,1,2,1,1,30947,,15305,63,12434,0.5,900,1364,0,0,5,29697,44012,63,,,,0,1503,3213,20033,8539,33,184074
1,4,3,3.25,0,2,0,1,1,71741,,14520,210,58,0.8,1481,1020,0,2,4,25799,19914,17.5,,594,,854220,222,16603,119986,8059,13204,65289
1,0,7,,1,,1,,1,71733,,,4211,,8,566,0,0,,0,,,,142.5,1601,6897.25,71881,2501,357,34,1000,246,505209
1,2,5,2.5,1,2,1,0,1,77245,,294,1260,35972,2,362,2948,0,2,2,552,46,46,415,511,5282,14564,23276,19966,71781,83,218982,2819
1,0,7,,1,,1,,1,454133,,,5582,,8,989,0,0,,0,,,26.5,246,885,18504,21883,21,5,52,38,12,9
1,0,7,,3,,3,,3,229074,,,3435,,8,430,0,1,,0,,,27,111,,5970.25,11678,21,5,3195,4417,4,17
1,0,7,,1,,1,,2,22,,,244,,8,467,0,1,,0,,,16.75,239,700.5,,496981,6845,1197,26,207,12991,21
1,7,0,1.28571,,0,,0,,,,33601,,50,0.125,0,655,,1,7,33850,45927,,,,,0,1823,178,38,5693,1211,7328
1,6,1,1.66667,0,1,0,0,1,1704,,15167,31,867,0.285714,542,1394,0,1,6,16553,14079,31,,,,150,1714,110584,20653,175823,1704,154806
1,5,2,2.2,0,2,0,1,1,7064,,17013,471,6628,0.5,1946,219,1,0,5,48734,,,336,606,,0,5525,21804,84,12520,138552,57478
1,7,0,1.57143,,0,,0,,,,2293,,696,0.125,0,473,,2,7,2906,3172,,,,,13,41988,8705,22836,7495,24146,119570
1,1,6,0,2,0,3,0,2,63143,,,2121,,3.5,1509,358,0,3,0,,,,,1503,2275.75,0,49,83,7202,14501,42,120721
1,5,2,1.4,1,2,0,1,1,61,,50816,597,850,0.5,579,728,0,1,5,98527,4639,55,,1139,,39,4413,87622,3086,104889,125553,80
1,6,1,1,0,1,0,1,1,391906,,7036,1863,43,0.285714,88,1134,0,3,4,10016,12900,,,,1863,0,575,5753,7963,7779,2350,2003
1,0,7,,4,,7,,2,11750,,,1993,,8,965,0,1,,0,,,50,,1008.67,6887,37848,6349,3753,492,3391,665318,213293
1,6,1,2.16667,0,2,0,2,1,470,,11820,411,8477,0.285714,941,1262,0,1,5,41408,6438,,411,,,30172,8293,10226,29140,372997,3344,76009
1,5,2,2.6,2,4,0,4,1,3798,,3682,138,2193,0.5,470,755,1,1,5,6009,10612,,138,,,44576,1703,17196,194481,68932,1272,5893
1,6,1,2.5,1,1,0,1,2,31480,,48017,5858,6,0.285714,477,784,1,2,6,83670,42710,,,,5858,3,124792,16067,134289,30201,130202,471340
1,6,1,1.33333,0,0,0,0,1,15,,10619,12,13,0.285714,290,405,0,1,5,16779,8485,12,,,,38844,21262,185,15,20243,7654,48302
1,6,1,1.66667,0,1,0,1,1,1388,,6767,45,436,0.285714,525,3052,0,2,5,9512,4083,45,,,,89803,22,2928,12825,155645,1388,5460
1,5,2,2.6,13,4,8,4,2,8601,,37885,191,2940,0.5,230,765,2,2,5,63762,16401,,191,,,0,17154,21383,79654,86313,202333,109992
1,6,1,1.16667,1,1,0,1,2,51823,,28240,1917,818,0.285714,370,483,0,1,6,28326,37218,,,,1917,9855,139032,96168,163,133383,73721,38853
1,7,0,1.57143,,2,,2,,,,36497,,12,0.125,0,2003,,1,6,58184,4687,,,,,0,313,2391,9407,38127,134136,76860
1,7,0,2.71429,,2,,1,,,,36274,,5702,0.125,0,996,,1,7,87279,39671,,,,,3,30641,6820,6027,15795,34407,390539
1,1,6,1,6,0,11,0,2,539630,,37162,3927,140,3.5,542,274,1,0,1,37162,,14,197,518,22439,61845,259164,134254,18681,1177,11,4
1,2,5,2.5,1,4,1,2,2,123,,6407,468,9255,2,635,1121,1,4,2,15577,15577,24.3333,116,,2150,82821,21712,178,1210,7431,14931,56002
1,6,1,2.33333,0,2,0,1,1,6898,,5456,107,1520,0.285714,908,2100,0,1,6,9112,6352,,107,,,19,1847,71586,12991,174571,145729,102099
1,4,3,2,0,0,0,0,1,419,,4093,8743,12,0.8,331,2320,2,1,4,5166,4803,11,,,26208,80209,1227,23545,69093,3333,3934,210523
1,4,3,1,1,2,1,0,2,89187,,9521,609,2095,0.8,613,3499,1,0,3,9545,28259,,,608.667,,2567,120916,7287,76339,32375,76760,15
1,4,3,3.75,1,9,0,9,1,44,,49259,2277,23,0.8,1688,2369,2,1,4,75987,75987,11,311,,6510,238033,5143,31746,65,427,28319,211883
