#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18
1,8,10,1.75,0,1,0,1,1,30253,,7755,670,107452,1.22222,204,810,1,2,6,15972,,25.2857,92,,3214.5,0,73579,54997,5295,157398,1430,473369,7560,15764,7038,11414,10139,143,1488,33,8,24445,51985
1,18,0,2.72222,,4,,4,,,,81733,,28,0.0526316,0,502,,1,18,116565,104609,,,,,24,30676,823,12961,26445,246278,593,32,21,101,137,1002,8994,369,31805,349677,41454,25654
1,0,18,,3,,6,,2,47155,,,1937,,19,701,0,1,,0,,,16,369,702.286,5375.8,39,32,106,1193,73749,8,4964,40,1246,11927,107698,27259,90,60890,24,7,24344,19
1,13,5,1.30769,0,2,1,1,2,63537,,6365,174,4642,0.428571,513,662,0,1,12,6843,8821,11,131,465,,7,818,149758,1298,9058,1426,1479,46,77218,11,21687,140,1367,7208,37811,5472,17442,253177
1,17,1,3.17647,0,1,0,2,1,17,,41321,153,71,0.111111,461,1199,0,2,17,58524,23184,,153,,,-28,1250,1629,34441,26,90,46029,705,937,24256,224593,26146,1141,164,77,982,17,192993
1,17,1,1.82353,1,3,0,6,1,267,,43901,290,34178,0.111111,416,1499,1,1,17,62416,61849,,290,,,12,5139,6464,3591,56049,2823,78634,53104,8622,46833,267,21801,19972,27456,28846,23128,21385,132499
1,14,4,1.28571,1,1,1,2,1,179341,,8357,1346,7668,0.333333,844,799,1,1,13,9120,7644,,116,,5034,2,7371,94886,14353,113,146808,14724,21670,44562,7278,18549,96,157161,98938,50727,100265,5964,46142
1,3,15,1.66667,1,5,1,3,1,39671,,46709,1171,294,4,778,1663,1,1,3,79405,79405,34.5,219.4,885.75,3215,60414,517,38560,14587,11409,34883,5173,66404,1196,512,18,1720,15396,14625,990,279139,212217,8
1,16,2,2.0625,1,3,0,5,1,234,,9302,299,55,0.176471,131,436,1,1,16,16858,12850,,299,,,4092,1333,234,262,8229,4103,5969,28265,12548,3954,339,8469,8081,13720,19889,128,91577,191863
1,7,11,2.14286,3,6,3,4,2,44451,,29217,9291,44,1.5,1043,1320,0,1,7,52300,58534,24.5,116,653.333,24990.5,8809,1232,4859,5104,1769,85999,57012,6986,4560,1387,2208,4987,3831,151589,35210,79648,12,43099
1,4,14,3.25,3,4,2,3,2,3980,,13443,7635,249,3,1555,1454,1,6,4,29492,3350,55,,630.25,20357.8,0,22,17211,2371,6122,2318,16,1498,217037,11,38016,12617,7502,409530,34156,119,960,28092
1,9,9,1.66667,0,0,0,0,1,3127,,16051,488,2832,1,202,400,0,1,9,24353,26538,8.33333,236.5,642,2782,249,90,13012,16,5718,78079,44,5099,381,4652,7,9,26743,6260,1408,4003,2749,223178
1,12,6,1.91667,1,2,1,2,1,197637,,50203,31089,94,0.538462,341,931,1,1,11,92940,53945,,302,1364,61167,2,54,2867,44,63559,130668,44985,2652,2834,3075,99179,133793,15006,123768,245783,53,1,60335
1,16,2,1.5625,0,0,0,1,1,77777,,1770,7590,53812,0.176471,297,2159,0,0,16,2129,2786,52,,,15128,22,62047,46051,3923,1619,4397,54562,61908,5925,43347,15575,10087,1448,7,8872,348945,9243,7405
1,9,9,1.77778,1,1,1,1,1,11301,,10440,1404,57479,1,409,892,0,1,8,21075,14493,22,226.667,781,5554,14,28384,85,10299,26079,2701,151683,42997,6,6,7,51576,57796,5323,70559,12170,2638,2823
1,1,17,1,0,0,1,0,1,1231,,1223,3711,25,9,313,856,0,2,1,1223,1223,10,203,907,13673.8,19,1261,62,7169,12,5,8,9,1126,1384,255,185,5645,11,3982,14642,184550,8
1,2,16,1,1,2,2,0,2,19132,,10888,3587,246,5.66667,758,988,1,0,2,10888,10888,28,239.8,1002.67,8854.67,9,15990,240454,20540,596,792,4253,162,35,9366,65,1579,3834,810,2196,5689,86955,153277
1,3,15,1,0,1,1,0,1,8946,,56887,1349,92626,4,460,1769,1,0,3,56887,,13.8,299,590,3559.8,62523,7,12451,14,6,207,1415,1532,93504,1518,18621,47378,89896,6,13655,27776,42021,9
1,7,11,1.42857,1,1,1,1,1,358,,8565,2446,18,1.5,542,706,1,1,6,10741,7029,,120.8,937.333,7831.33,61623,185057,61,11,6014,97863,170807,89691,62021,3691,82527,205975,51522,24,213,44,1013,36
1,0,18,,1,,2,,1,96816,,,983,,19,573,0,0,,0,,,21.5,160.333,890.714,4465,473136,10092,20,12128,5049,25,26,3126,20,1515,39723,19715,111829,47270,33819,22322,5699,59
1,10,8,4.7,1,4,1,3,1,86,,24342,10402,44,0.818182,317,320,0,2,10,72773,16589,56,,1181.5,16158.8,3,13754,31,10996,8969,7237,15,793,180,169878,52584,15745,6501,33680,90,111960,4,47465
1,14,4,1.5,1,1,1,1,1,501020,,99486,2215,10134,0.333333,331,1196,1,2,14,118299,91870,3,116,,8625,1410,378,2595,65143,11219,8,60529,43261,102293,4350,20171,362,2870,45918,73241,195808,7758,155412
1,10,8,2.1,0,2,0,2,1,498014,,23749,6556,3958,0.818182,441,958,1,2,10,48723,12216,16,245.667,459,17078,0,339771,133766,158831,51460,54642,48936,3259,36417,89241,4132,2450,16245,11,15505,8637,44398,3
1,6,12,1.83333,1,1,2,1,1,20753,,12766,2208,1526,1.85714,764,1933,1,1,6,25329,26184,19.3333,140.667,,8529.33,1,8914,59034,8844,13946,34329,7819,27250,18747,30053,468,3429,242759,79166,5438,2455,26683,330678
1,5,13,1.4,0,1,0,0,1,19057,,11034,6943,119389,2.33333,353,736,1,1,5,17873,5478,20,247.5,956,21823.2,6403,326,416,2491,3238,771,57753,56244,41641,262,1470,43175,238631,102473,70,35034,98549,104005
1,18,0,1.55556,,0,,0,,,,26416,,32,0.0526316,0,1224,,2,16,33865,14763,,,,,1175,222,100484,8908,18655,67821,14129,8527,49138,28945,15609,229,5717,1237,3029,50349,240543,190043
1,7,11,1.71429,0,1,1,0,1,10882,,7630,7534,98912,1.5,573,634,0,1,7,8555,17534,50,133,833,14605.8,100,58,102,4,6,7,24,74845,48996,26,130722,124292,8303,15,139528,30604,122281,82016
1,9,9,2.11111,1,1,1,1,1,86878,,25222,155,46522,1,375,1184,0,3,9,40389,22019,26,360,515,,15892,23006,21647,8474,10240,1597,23,7161,2959,5,5537,8782,22839,287,21474,8550,11643,27492
1,4,14,3.25,1,1,1,1,1,30,,29713,2674,22,3,535,480,1,2,4,73584,60719,,288.25,1474.67,4550.71,5,2972,2748,3967,141,14,485,765,188,7,1328,6,60,6,1982,6562,29076,32
1,18,0,1.61111,,1,,1,,,,39993,,310,0.0526316,0,1048,,1,15,51784,70215,,,,,1,50586,53089,20294,8512,2999,1282,17547,8504,2967,5781,4371,1155,10154,227,201677,6758,190529
1,0,18,,4,,5,,2,101752,,,13388,,19,677,0,1,,0,,,,269,894.5,22321.8,0,141819,4466,15,4,17,5403,22,5,3,2,8809,12,764,347836,42452,7665,76658
1,13,5,2.69231,2,3,1,3,1,245,,27768,679,6684,0.428571,358,758,1,1,13,74475,81396,31,397.667,,2170,3279,10557,2919,39021,84906,36154,28,1153,88599,22338,60748,21511,152498,176,96390,4432,76254,34432
1,0,18,,2,,1,,2,11769,,,3796,,19,644,0,1,,0,,,35,229.8,815.8,10504.7,7,424714,73657,24293,18980,5,83460,20110,77335,2921,2256,128,6967,326,6607,2862,7101,99420
1,4,14,1.75,1,3,2,1,2,197,,7183,504,27618,3,691,4198,1,1,4,8662,12192,17.6667,173.5,495.5,2629,2,19,1190,59275,31332,8782,10451,1092,1292,43,216,51985,167865,15,182,25475,357026,160577
1,2,16,2,2,19,2,8,2,7388,,12586,3922,134,5.66667,823,3070,1,1,2,33263,33263,19.5,164,1071,6905.38,29,3023,8,1247,8,23,3,53,52,3,5,2,10,25,22,211441,932964,11590
1,0,18,,2,,2,,1,4519,,,1627,,19,593,0,1,,0,,,27.75,133.2,1068.6,5790.75,7619,5525,4061,2892,1361,805,6662,546,12780,12382,107,16000,39200,21364,230420,2947,198549,34530
1,2,16,2.5,2,0,2,0,1,3683,,35515,4941,65,5.66667,425,1525,1,0,2,99461,6824,62,281,900.6,13685.4,46303,3,2667,6,3717,120,250,1340,3,4,4288,1988,13,7911,10269,1907,10931,229181
1,1,17,2,3,4,5,0,1,1920,,2679,5845,2,9,753,1973,1,2,1,4655,4655,62,302,818.25,13503.3,0,48975,4273,12679,24469,29255,12529,235,4406,10931,25050,1715,11322,25289,44805,35877,37380,14834
1,7,11,2.28571,2,2,2,1,2,123,,19208,2430,52,1.5,320,724,1,1,7,43086,39384,47,259.5,1069,6827,6,13,263,254,8,1217,29131,140150,5,941,55,371,37239,87887,14,39580,23591,4
1,14,4,1.78571,1,1,1,1,1,8036,,11750,75,901,0.333333,1359,1101,1,1,14,15828,18047,3,99,,,77,8541,5691,4249,18699,207,15692,5706,9091,6780,30214,18894,161,3984,1822,44345,45001,5796
1,10,8,3.6,0,0,1,1,1,89205,,36981,4960,6,0.818182,502,506,0,2,10,53818,45694,44.3333,169,1303,12691,50,23,2872,29,23,11,28,24,96,14,24,2468,17,221,26238,1475,9826,268283
1,1,17,3,2,3,2,0,2,20,,1438,1787,352,9,420,785,1,0,1,2184,2184,16,124,1031.62,4390.6,47,1248,29,6,11,177,7,1239,63,3,11,24,20,11,6,1344,59,14627
1,2,16,1.5,6,2,7,1,3,90,,1056,4243,325444,5.66667,669,2576,2,1,2,1213,898,11,270.5,929.667,7536.25,24596,153,25753,262,1281,57429,329,2727,27,146,53150,4236,2080,1309,5598,106307,112674,1121
1,16,2,1.875,0,1,0,1,1,15065,,7811,533,240,0.176471,288,290,0,3,16,15591,12960,,70,995,,5,37272,21,3024,764,1935,8674,132393,81824,79871,253011,1495,1271,10068,697,10741,8824,97774
1,10,8,2.7,1,1,3,1,2,411,,45510,3119,14,0.818182,453,1034,0,1,10,68784,43423,22,,924.667,11056.5,0,14592,44698,31717,10081,19117,9695,52153,9370,20506,53640,14341,139095,59139,76471,27749,42732,40499
1,2,16,1.5,0,1,1,0,1,3652,,76,470,930,5.66667,383,3074,1,1,2,101,101,38.3333,167.889,757.5,2191,0,87,221362,1773,400326,1474,1180,37,215,1011,1676,2592,15944,1218,13,7762,52734,125
1,12,6,2.25,0,1,0,1,1,163,,26288,972,620,0.538462,163,915,1,1,11,60315,18054,41,120,1073,3404,105525,87334,72397,61246,98803,20073,8272,69376,6802,3247,26,48246,25175,11276,133710,156963,198618,948
1,17,1,1.82353,0,1,0,1,1,2266,,12957,104,57,0.111111,1836,1281,0,1,17,17656,16140,,104,,,2,47045,166,11710,1383,21856,3883,5665,10173,7319,14132,194173,95557,89338,6653,92723,2266,6603
1,2,16,2.5,1,2,1,2,1,43170,,9435,1205,34,5.66667,380,1665,1,4,2,13969,10574,13.5,289.143,887,6393,5,59,17953,16,961044,11,2251,34,2049,49579,345,1121,3110,117,3928,14674,4252,144
1,8,10,1.625,0,0,0,0,1,13741,,30964,461,2817,1.22222,307,774,0,2,8,41973,12175,19.1667,131,,2115.5,1,69093,1799,18,7,56315,938,73510,90744,187381,2922,14,8,1317,7690,2,181014,40489
1,0,18,,1,,2,,1,14046,,,2377,,19,778,0,1,,0,,,23.5,210.25,577.5,9872.5,29,23,11878,31,110,4092,172,71,151964,3171,100596,12,17208,219,1074,28806,120919,103969
1,13,5,1.46154,2,2,1,3,2,22884,,49306,1319,177,0.428571,1779,691,1,2,11,66162,67352,1,125,575,2946.5,81386,2233,77983,16952,16385,33,89327,210005,98,886,158604,17569,84858,1125,421,10024,1771,17040
1,0,18,,2,,2,,2,60356,,,3109,,19,1442,0,1,,0,,,26,257.25,1075.5,7222.86,121088,90,264,22,24,38,976,116,355,41269,15643,256607,60259,5656,1340,13,14,29126
1,4,14,2.25,3,2,5,2,2,128819,,60029,2616,39,3,303,408,1,1,4,102349,64976,29.75,386,1079.5,9878.67,24808,5,38,5360,1869,1132,19922,20664,57938,2471,195,71792,50136,22952,346196,11144,2747,136753
1,1,17,6,2,4,2,0,2,10271,,23430,2336,15,9,456,2536,1,1,1,85583,85583,34.3333,89,838.167,4926.14,8,535,3,437,25,290,8,591,780,4379,1369,656,747,7,12901,1447,218990,709273
1,1,17,1,3,7,7,0,1,407209,,7551,3755,66,9,387,601,1,2,1,7551,7551,15,177.75,930.667,17912,369844,26,11,11714,29979,1466,2034,35,6520,10136,9,237,29124,20841,107372,33805,81058,29028
1,7,11,2.71429,1,1,1,3,1,51832,,11617,397,38,1.5,297,811,1,1,7,14802,8809,22.6667,297.75,775.75,,545921,5,112,25,3892,3,15,5,241,1301,870,12187,1570,18596,16,63463,5645,11232
1,18,0,1.72222,,0,,1,,,,28501,,7022,0.0526316,0,767,,2,18,53772,942,,,,,11,33158,10518,7016,2808,1284,7367,85129,5522,27501,1138,56232,152874,172464,8630,9993,40565,44995
1,17,1,1.88235,0,1,0,1,1,947,,15861,87,70,0.111111,1087,1606,0,2,15,37803,24722,,87,,,832,947,32779,2890,1409,4342,112099,2975,65958,2656,424273,102566,109995,66924,79314,71341,21571,31637
1,4,14,1.75,1,3,2,1,2,256039,,47056,2240,58,3,1495,536,0,1,4,71847,71847,46,169.25,1166.5,5203.4,0,107982,159999,2131,470,390,8293,62,28608,2739,320,61,65351,32427,54636,28690,58640,36800
1,17,1,2.64706,2,2,0,2,1,78,,47961,173,29645,0.111111,1284,235,1,1,16,84341,21773,,173,,,21,22,17592,75667,33090,76793,1455,12465,8902,78,8292,10249,11632,37408,33033,15664,1766,775876
1,17,1,2.11765,1,0,0,1,1,20,,32563,65,51882,0.111111,263,448,0,1,17,49464,19757,65,,,,0,21,86,36,3303,9,1123,238,1364,1732,1365,4664,20,1436,877,2474,2673,8181
1,2,16,1.5,1,1,1,0,1,913,,15852,399,368,5.66667,419,1362,2,2,2,15852,15852,17.8333,137.333,838,,0,969963,202,5561,309,1162,196,38,1233,53,823,4241,2448,1175,112,78,1462,1438
1,18,0,1.88889,,1,,1,,,,27509,,14783,0.0526316,0,307,,1,17,38629,25641,,,,,0,248,4364,4554,111,72,12062,48,475,18445,1494,18502,127,1482,8732,21,65,7161
1,14,4,2.35714,1,2,2,2,1,45330,,6914,266,17055,0.333333,265,1191,0,1,14,11173,4460,,171,551,,13,60323,87830,11747,30107,145546,3,5570,39260,21432,303819,11488,5774,5841,83,21,25873,88890
1,4,14,1.75,1,2,2,2,1,30,,1417,327,72973,3,371,717,1,1,3,2487,1845,34.4,222.571,1004,1846,4,1565,488075,10,15,5,74,8,8,110,45,5,12,1380,43,18,88923,50579
1,11,7,1.63636,1,3,1,3,1,346139,,16783,1749,51,0.666667,1219,658,0,0,11,29658,23811,1,242,1176,4703,424830,20060,232042,8642,196,37385,313,28,8,12417,5436,752,2063,571,48458,2911,46067,201923
1,16,2,1.3125,1,1,0,1,1,1840,,47536,144,6017,0.176471,143,400,0,0,16,59816,41114,,144,,,18,10090,37682,14229,128,21784,1181,3153,1106,20246,83,2787,8731,90792,113,53676,3566,20659
1,0,18,,2,,2,,2,25394,,,2887,,19,553,0,0,,0,,,16.5,150.5,663,8322.67,121,78,4824,14,135,79,384,304,1231,659,287,31,1091,30,7488,303,819,1858
1,0,18,,0,,0,,1,3265,,,2015,,19,831,0,0,,0,,,14.8,268.667,1087,4864,4099,13,7,11,8,8,356,20,975,4626,7,6875,2907,46149,48902,2891,69374,6
1,6,12,2.33333,2,1,2,1,1,178535,,13921,5161,2260,1.85714,1003,1583,0,1,6,28397,20817,,123.5,1473,6881.5,0,14058,277,55,70,111,16,8,5312,688,4216,14343,75883,25804,596,16,4,5
1,10,8,2.4,3,2,7,4,2,46272,,6723,2663,62792,0.818182,238,445,1,0,10,15634,3447,9,255.333,478,9785,8278,118,2817,12,38995,7032,10516,3981,19,57913,43728,168244,32654,15976,85930,79663,37425,2729
1,0,18,,1,,1,,1,1549,,,2853,,19,429,0,1,,0,,,16,245.75,820.6,14138.7,6,159958,18593,192916,2632,49971,6061,92064,60466,202,2900,7024,29117,5404,20196,14609,413,183662
1,1,17,1,4,2,4,0,2,540,,11945,3298,9,9,446,607,1,1,1,11945,11945,21.3333,171,732.5,10218.6,191742,40629,37229,1023,5767,792,1406,2104,26069,17362,2813,3466,2265,106667,27287,208965,1569,11388
1,7,11,2.71429,3,2,1,1,2,321,,7478,1565,1517,1.5,485,842,2,1,7,22261,16739,13.5,217.25,1401,4451.67,113,14,102,1180,307,1099,8653,1408,72196,24,5585,2877,188780,2646,29182,33066,80428,208860
1,5,13,2.8,2,7,2,4,2,203071,,6266,2904,1685,2.33333,547,1373,1,0,5,12257,11626,33,370.5,955.5,6050.6,18696,824,739,13,8,1407,7147,28,12995,6905,3029,24797,123398,1453,587287,272461,58644,1544
1,5,13,2.4,1,1,2,0,1,47522,,8552,1600,3157,2.33333,539,1046,1,2,5,18280,13060,26.4,243.667,701,17134,0,728,11,20,12962,4839,60,14,2884,102,642,1548,594,6377,1523,11621,126,179822
1,1,17,1,2,39,2,0,1,134436,,58,4079,1092391,9,664,4784,1,2,1,58,,22.4,345.5,915.6,12792.4,280850,7620,17695,70210,1579,24531,988,6,1552,1745,14005,1065,311001,4416,5948,18647,70429,2
1,16,2,2.75,0,0,0,0,1,54,,43769,35,15,0.176471,179,740,1,1,16,74951,52771,35,,,,0,4066,90,32,273,17,13536,787,1189,1600,57,1016,57,2788,90,113,95,85097
1,0,18,,2,,2,,1,20270,,,4881,,19,1207,0,1,,0,,,,160.333,,7713.4,24,2134,24,40,1358,34,6,1551,1385,2774,63,599,23,68,20996,130189,21,110810
1,2,16,2,1,1,1,0,2,18296,,4388,5070,3,5.66667,450,2195,0,0,2,5300,4581,,,905.6,7383.11,19,639,17,6,2328,6710,36,19110,6,1373,21185,4354,3,321088,11,10,606194,11228
1,5,13,1.2,2,1,2,1,1,47603,,1721,707,31280,2.33333,373,953,1,0,5,2195,2558,1,129.6,886.4,3403,132952,385562,30394,14,7,11434,14,11,56,7171,1145,8,304,169950,43413,156380,30925,25297
1,9,9,1.88889,1,1,2,1,2,140083,,21614,2445,1303,1,484,669,1,0,9,35101,18241,57,301.8,1052,9695,126,19689,35343,59,35647,6623,3507,9276,124316,327,229142,1190,3336,2054,2136,34232,1624,9931
1,5,13,1,2,2,2,1,2,2056,,2466,980,1592,2.33333,427,635,1,1,4,3197,4115,39,301.75,740.25,2516.33,1887,296,99,753,1511,329,9712,6387,2092,16643,2576,11006,746,59049,240609,175065,77684,5659
1,2,16,1.5,0,4,1,1,1,29,,63907,1872,18,5.66667,310,817,1,0,2,114499,114499,8.5,251,754.667,8052.33,12,46,12,18,4,219,1042,3,11,266,4,5,54,15831,9773,26540,1351,26765
1,2,16,0.5,3,2,6,2,1,135608,,157795,5590,5,5.66667,509,559,1,2,1,157795,157795,26.5,,1121,8708.7,0,4061,18921,4283,1201,4,199981,175720,1385,16259,2578,142843,10,84771,329521,52710,19,192040
1,0,18,,2,,2,,2,28305,,,3251,,19,252,0,1,,0,,,23.5,223.2,777.25,8499.5,119927,4,16,130,9,855,8640,28,43,17180,177413,27504,1063,181772,1376,16109,71815,11457
1,3,15,2.66667,0,6,1,6,1,145418,,7263,1239,10,4,430,1512,0,1,3,11315,16234,66,295.8,1032.4,3545.67,105471,1697,8579,14,3506,92164,142,6338,2415,5,15,23020,43643,89229,399500,25,104379,24654
1,17,1,2.76471,2,3,0,4,2,4,,13205,375,23,0.111111,130,348,1,1,16,27690,5559,,375,,,11336,3230,5908,1232,4039,58,121,3396,867,1731,4,6644,652102,12264,97258,24683,107792,18850
1,10,8,2.6,1,2,0,2,1,132236,,12825,2650,58,0.818182,883,956,0,2,8,43475,16923,22,154.667,885,17156,0,87964,12615,125282,103550,5,178950,3152,877,1395,11968,5,20,1036,11441,18854,48827,45950
1,0,18,,1,,2,,2,106557,,,2085,,19,1476,0,0,,0,,,35.5,182.5,934.5,4123.5,38,16,10,229,11,9,11,8,11,7,1040,25,1889,2042,2084,20,74772,3
1,0,18,,2,,2,,2,437,,,3084,,19,274,0,1,,0,,,32,256.25,943.571,11944.8,0,417582,16611,11545,1715,1092,7266,2771,76558,14335,4314,2625,29074,30182,8595,235646,79864,76369
1,17,1,2.29412,2,3,0,2,3,34,,30620,3147,152,0.111111,663,1804,0,1,17,46997,30303,,,,3147,71030,203,43949,161657,40378,54569,15476,169888,61468,3426,371,77294,13767,158493,691,30154,13802,38579
1,4,14,2.25,1,1,2,1,1,17,,107024,2469,17,3,454,1218,1,1,4,153180,153180,29.5,312.6,538,6866.25,317,7,4,1261,24,1198,23,302628,107901,89322,66304,19710,23,23812,31343,590014,156,26
1,9,9,2.55556,1,1,1,1,1,234,,34476,2027,144,1,321,938,0,1,9,73259,34536,2,75.5,830,4313.75,92425,18004,184497,18587,73,32180,29909,5562,4598,90719,47209,51,50788,80662,110788,134913,151761,3955
1,10,8,1.5,2,1,4,1,1,4282,,14394,727,42203,0.818182,343,450,2,1,10,22760,36282,41,270.25,1230,3424,0,1478,147,5,7,28748,38856,173,33935,7,18873,27659,34056,10150,40324,11698,8362,90
1,12,6,2.66667,1,3,1,3,2,53,,63133,355,3429,0.538462,997,1691,4,2,12,82096,72605,31.6667,369,832.5,,149,466,5309,48,85,364,49,708,264,153,132216,295408,8568,1590,7398,32961,127738,165661
1,1,17,1,1,1,1,0,1,879,,5350,610,62,9,319,874,1,3,1,5350,5350,13.25,285.25,891.625,2040,5565,4,444,3818,6210,234,1499,12343,4175,2691,8576,416,2872,18350,27458,92252,233585,11082
1,5,13,2.8,2,4,2,3,2,79440,,13759,1855,1494,2.33333,881,3668,2,1,5,42820,8511,18.3333,219,1101.17,8508.5,0,91973,99584,36007,9821,64928,8333,181630,27,134,21346,25,89316,36,12765,90,12,4305
1,0,18,,1,,1,,1,38,,,1056,,19,564,0,1,,0,,,26.8889,298,725,5087.33,8509,5225,21,71,100,1140,647,275148,858,2800,14,2941,150,119,1808,5,55579,71
1,17,1,2.23529,0,1,0,1,1,440082,,26568,385,284,0.111111,863,1124,0,2,15,57634,29822,,385,,,0,1424,4551,15799,13759,13666,83,14689,3985,7708,1424,2228,122,2104,1055,913,6167,73168
1,0,18,,1,,1,,1,47,,,2733,,19,451,0,2,,0,,,25,188,796.5,9060,92,126,45,28,19,48,4,1129,13,2832,394,27,1173,4109,26,1678,7,13128
1,4,14,1.25,1,1,1,1,1,5831,,20220,1452,115,3,968,2809,1,1,4,20238,20238,28.6667,165,1143.67,4140.5,0,33333,16,348,5,108,14,27,851,578,1500,3,23,1173,3799,41,1278,79338
1,0,18,,1,,1,,1,8396,,,939,,19,554,0,1,,0,,,31,187.6,1171.5,3350.5,36,12,1413,28400,104,4,1408,17371,16,18540,1131,5,410,31,1486,7179,62123,22
1,0,18,,2,,1,,1,20341,,,1068,,19,592,0,1,,0,,,35,191.5,964.5,7624,0,16,2810,49,1424,12,8,19,2906,31748,11,1,15765,67,21763,273394,83407,76678
1,15,3,1.33333,0,0,0,1,1,12701,,13529,3660,2238,0.25,222,2327,0,1,13,17825,16449,48,,,10885,64,40122,1845,50,1339,170,1166,70,5656,1818,1091,5655,4253,7544,153,2502,323,1280
1,3,15,3,1,5,1,2,2,46417,,5595,785,88124,4,514,1262,1,4,3,10882,2869,24.5,259.333,1017,2546,108018,84622,27814,15879,19,40344,2764,5640,265,962,466,53313,6646,4407,7160,28838,21945,37609
1,2,16,2.5,1,1,1,1,1,154393,,9683,464,91,5.66667,278,1316,2,3,2,18420,601,11.5,206.167,833.8,1964,13,172,1286,4329,254,1167,2933,16,12,51,4366,18,63,1398,42,1525,7018,1133
1,15,3,2,1,1,1,2,2,976,,35422,320,15770,0.25,464,1841,0,1,15,37654,36594,,320,,,6,1290,8617,1429,126732,982,1412,1704,14102,2729,120,147,10136,51,5944,15823,18884,52714
1,14,4,2.14286,1,0,1,1,1,245880,,24256,200,1813,0.333333,781,1620,0,2,14,50157,17728,52.6667,,642,,0,64003,26867,40146,30284,572,2269,27516,8807,34575,21351,3093,9713,6084,23200,3,13898,4347
1,2,16,5,1,5,2,2,2,17,,6429,5114,103,5.66667,528,1141,0,3,2,18035,11427,19.4,213.75,845,19585,952,539,538,58,16,49,56,102,5591,9,24,8786,4283,17867,810,8,9,20107
1,4,14,1.5,0,1,1,1,1,10472,,635,910,66546,3,635,554,1,1,4,1177,62,15.6667,427,1149,4935.5,6,7514,14,1168,39181,10,1157,12935,72037,15,4220,14469,5696,5748,5832,228,4284,8716
1,7,11,2.28571,1,3,1,2,1,129,,5446,828,112,1.5,371,616,1,1,7,11105,6887,26.6667,114.25,1565,2718.5,17,729,59,107701,95419,30974,59063,42968,29300,18916,8601,5,1205,20,220828,74411,446,9767
1,6,12,1.5,1,0,1,0,1,5249,,24948,1979,414,1.85714,299,750,1,1,6,25586,15846,27.3333,185,952,6240.33,15355,1624,79957,3380,5587,136917,2638,8693,57,35,13,194,27,28703,12,34303,2997,77614
1,16,2,1.3125,0,0,0,1,1,741,,26846,40,331,0.176471,841,435,0,1,15,27819,24635,40,,,,29384,2919,2620,2372,37868,17464,2465,1,11447,6110,6062,5115,13426,1481,37320,8174,39475,62985
1,0,18,,0,,1,,1,6359,,,1290,,19,303,0,1,,0,,,34.8571,156,1204,4949,120168,11998,26,18352,123,101,452,1033,90,143,105,68,21,57,14,6402,32,123
1,1,17,2,1,1,1,0,1,19458,,16926,1330,8,9,631,1204,1,1,1,33663,33663,19.75,244.4,692.6,5950,20,16,12,13,3,11162,9,11,19,11,1966,11,14400,6624,2848,302117,174435,108358
1,2,16,1,1,0,1,0,1,79254,,6323,864,1148,5.66667,1016,877,2,1,2,6323,6323,17,268.6,592.333,3539.67,57443,36,1598,144,16,79,978,14,52,1263,2973,401,424,2297,1371,37,8642,10153
1,4,14,2,2,1,2,1,1,24,,30392,2362,62,3,457,848,1,1,4,42184,28358,22,200,917.2,4677.5,72,87,1439,11,25,66,5653,505,160,589,82,218,2578,211,3289,159282,138333,29517
1,1,17,1,1,1,1,0,1,40,,6385,355,36,9,509,2851,2,0,1,6385,,11.8571,194,737.75,2031,5,3,96792,17,4,34,10,12,50,20,903,33,11,31,9,24,41,77600
1,5,13,1.4,10,0,32,0,2,253280,,48269,639,611,2.33333,665,735,1,1,5,53904,42654,33,233.6,1036.5,2291,9,11,7,5629,203,88,5,27,44491,4320,152,35795,2739,1439,7220,49055,12,20156
1,9,9,1.33333,0,1,0,1,1,140172,,6582,685,15269,1,471,1660,0,1,9,7483,9740,13.5,119.8,1163,4377,22,10086,2785,68987,11761,891,7554,1582,2640,205,5898,28697,2939,6881,53279,8879,60970,30193
1,6,12,1.66667,1,2,2,2,1,45,,2470,3061,43745,1.85714,328,988,1,1,6,7359,8787,8,403,951.6,6313.4,8971,7467,182484,7,76,4696,784,17,25,2757,4477,436,3300,7,144755,9746,72093,181731
1,7,11,1.28571,0,0,1,1,1,121536,,20549,3340,23137,1.5,410,1544,1,0,6,37826,3468,21,,962.2,7972.75,202,30268,8410,12289,2440,2881,21321,1325,4947,14019,11485,10,29,13174,55965,20041,37494,32241
1,5,13,0.8,1,1,1,1,1,134821,,3518,717,5640,2.33333,910,544,0,0,3,5611,5611,16,206.857,905.667,5121,0,58807,31,26,41,86,39,22,127,5,2403,5,40230,26461,1567,11548,5088,23131
