#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4
-1,1,3,2,1,2,1,0,2,53,,1185,1798,6,2,427,655,0,0,1,1491,878,,,575,4244,137149,15602,10511,12525
-1,3,1,2,0,1,0,2,1,37,,40488,34,16,0.5,133,879,0,1,3,80101,80101,34,,,,117943,98635,37,184
-1,0,4,,1,,0,,1,46,,,513,,5,522,0,0,,0,,,3,309,870,,14,23,98,915
-1,4,0,1.5,,1,,1,,,,11507,,53,0.2,0,1384,,1,3,23771,15741,,,,,1000,73,7175,5628
-1,3,1,1.33333,0,1,0,1,1,440,,3046,20,492,0.5,483,897,2,1,3,3142,6307,20,,,,0,440,180423,118024
-1,1,3,5,10,10,14,0,3,40468,,67235,1884,0,2,492,251,2,0,1,192477,136425,,,871,2390,267688,49313,1293,3969
-1,0,4,,4,,3,,2,8137,,,1450,,5,807,0,1,,0,,,,189.5,,3970,0,11457,224,325
-1,3,1,1.33333,0,1,0,1,1,4,,8105,10,5091,0.5,83,737,0,1,2,20752,,10,,,,25,74521,17333,115458
-1,3,1,1,0,1,0,0,1,534,,355,3,597,0.5,521,1013,1,0,2,369,369,3,,,,8562,19058,102,1106
-1,1,3,3,0,2,0,0,1,13,,1879,43,13,2,284,351,0,1,1,3460,3460,25,78,,,1406,9,1882,9886
-1,3,1,2,1,0,0,0,1,63,,1150,3911,182,0.5,392,632,0,1,3,3048,346,,,,3911,36,191194,230354,13
-1,4,0,1.25,,0,,0,,,,24072,,9,0.2,0,2697,,2,4,24262,31669,,,,,14,15787,39192,11529
-1,2,2,3,0,1,0,0,1,694,,10301,255,27911,1,275,1743,0,4,2,18869,474,6,,504,,1017,28,105793,2216
-1,1,3,2,1,0,1,0,1,3971,,122,340,159,2,826,2044,1,5,1,152,,2,,1017,,18,14,14,2352
-1,0,4,,2,,3,,1,52,,,1596,,5,471,0,2,,0,,,37.3333,,,6270,412611,120766,17,29
-1,4,0,3,,2,,1,,,,66308,,182,0.2,0,568,,1,4,141039,61447,,,,,28,98631,233090,1407
-1,0,4,,1,,0,,1,900563,,,11358,,5,2880,0,0,,0,,,66,97,,22633.5,0,158378,4241,46064
-1,4,0,2.25,,2,,2,,,,25571,,4020,0.2,0,4186,,0,4,48158,16530,,,,,16,1384,1382,183018
-1,0,4,,0,,2,,1,23,,,5691,,5,226,0,0,,0,,,,121,,7547,76940,3574,7,34
-1,2,2,0.5,0,0,0,0,1,730052,,4594,4555,2149,1,356,4025,0,3,1,4594,,,,1522,7587,0,31588,21535,167036
-1,2,2,1,4,2,4,2,1,104551,,47346,89,3,1,551,728,1,0,2,47346,26003,43,134,,,133921,432457,35596,189166
-1,4,0,1.25,,0,,0,,,,12684,,9,0.2,0,351,,0,4,12878,12489,,,,,49,952,10558,100955
-1,0,4,,1,,1,,1,1001,,,97,,5,399,0,0,,0,,,11.3333,354,,,78941,62,194,1093
-1,1,3,3,1,4,2,0,1,1347,,4977,867,13,2,574,210,0,3,1,9092,,,,866.5,,0,3,7,5
-1,0,4,,1,,1,,1,92295,,,785,,5,429,0,1,,0,,,35,152,,2799,0,454058,74083,165590
-1,4,0,2.5,,1,,1,,,,3908,,6,0.2,0,679,,1,4,6008,4534,,,,,1,6985,67,54
-1,2,2,1,1,1,0,0,1,380,,9052,243,231,1,1000,524,0,2,2,9052,9052,51,435,,,280171,26766,36889,48526
-1,2,2,3,4,2,3,0,1,114,,8987,42,32,1,266,456,1,1,2,22172,22172,13,70,,,4484,53965,24595,1469
-1,0,4,,2,,3,,2,11470,,,122,,5,1320,0,1,,0,,,8,235.5,,,113956,471693,59,3354
-1,0,4,,4,,2,,3,13,,,5125,,5,306,0,1,,0,,,,,528,9721.5,34,236,1076,179
-1,4,0,1.75,,1,,2,,,,32886,,60,0.2,0,4232,,2,4,61370,96024,,,,,0,8573,4094,28
-1,4,0,2.75,,0,,0,,,,4016,,4,0.2,0,685,,1,4,7041,8798,,,,,0,7193,64477,26
-1,1,3,1,1,2,0,0,1,70,,3071,525,46,2,952,760,0,0,1,3071,3071,1,,787,,25146,16033,7242,18838
-1,4,0,1.25,,1,,1,,,,17508,,382,0.2,0,752,,1,3,26994,39636,,,,,5,8584,34525,19213
-1,2,2,1,2,1,0,0,2,36012,,162912,97666,29386,1,506,1720,1,1,2,162912,162912,,,595,194737,22,339885,317,282011
-1,0,4,,1,,0,,1,76766,,,2965,,5,265,0,0,,0,,,,146.5,,8602,23,7,4,24301
-1,3,1,2.33333,0,0,0,3,1,1067939,,2807,772,9,0.5,243,1801,0,1,3,7069,7069,,,772,,0,73472,4189,1515
-1,2,2,1.5,1,0,1,0,2,430909,,94914,2924,21,1,1989,833,1,1,2,95044,188328,,,,2924,13,112335,544257,79073
-1,3,1,1.33333,0,0,0,0,1,1406,,5285,11,472,0.5,1876,1122,0,5,3,6921,10376,11,,,,21,153,1145,1406
-1,2,2,2,0,1,0,0,1,131,,1009,351,27,1,182,346,0,1,2,1180,1483,41,,661,,6,37539,48763,17529
-1,0,4,,1,,0,,1,3628,,,741,,5,1276,0,2,,0,,,,215,1267,,98295,130500,20399,1430
-1,3,1,2.33333,1,1,0,1,1,768,,14956,379,12,0.5,217,364,1,2,3,27528,6776,,379,,,11,58640,80418,56126
-1,4,0,1.5,,1,,1,,,,21610,,228,0.2,0,1271,,4,3,23643,11984,,,,,0,12759,9844,8892
-1,0,4,,1,,0,,1,64269,,,379,,5,428,0,0,,0,,,37.5,79,1363,,15322,17,204652,1165
-1,3,1,2.33333,2,2,0,1,2,57,,4737,6582,45,0.5,777,1835,0,1,3,13181,12583,,,,6582,103599,6056,14424,7140
-1,0,4,,1,,1,,1,373970,,,6703,,5,1408,0,1,,0,,,35,102,,13337,39,75,43,1186
-1,1,3,1,0,0,0,0,1,151,,7417,64,893,2,818,5399,0,1,1,7417,7417,1,191,,,16,9813,21921,17035
-1,4,0,2.25,,1,,1,,,,21546,,15925,0.2,0,689,,0,4,27329,,,,,,19,5226,1790,2857
-1,0,4,,5,,3,,3,49649,,,3421,,5,1015,0,1,,0,,,,383,1048,8832,83440,7,907,198897
-1,4,0,2.75,,3,,2,,,,30734,,6,0.2,0,726,,3,4,60088,60088,,,,,11,5861,13961,12935
-1,4,0,2,,1,,1,,,,11583,,26,0.2,0,370,,2,4,22055,10954,,,,,80383,12817,4767,2794
-1,4,0,0.5,,0,,0,,,,13951,,177,0.2,0,1326,,1,2,13951,27883,,,,,590552,30394,6922,20391
-1,1,3,2,1,0,0,0,1,1191,,67323,137,11,2,1044,579,0,1,1,129606,5040,27,358,,,18,165,1673,1168
-1,2,2,1,1,0,0,0,1,455483,,13331,5948,25,1,232,821,0,2,2,13331,,56,,,11839,37386,75,104049,38945
-1,4,0,1.75,,0,,0,,,,5787,,16,0.2,0,504,,1,3,12083,9380,,,,,147931,99555,217335,59437
-1,4,0,2.5,,2,,2,,,,24069,,23,0.2,0,410,,2,4,42694,30587,,,,,5,23113,5599,8755
-1,4,0,2.5,,1,,1,,,,29982,,7,0.2,0,282,,1,4,51748,42290,,,,,4,327,2926,1812
-1,1,3,0,1,0,0,0,1,323965,,,736,,2,2607,3965,1,0,0,,,58,400,,1750,773300,13009,118,18
-1,4,0,1.5,,0,,0,,,,15804,,7,0.2,0,2485,,0,3,45253,1525,,,,,0,688316,8561,11070
-1,0,4,,1,,0,,1,3214,,,853,,5,458,0,0,,0,,,1,390,,2631,219389,163625,14,11
-1,0,4,,2,,2,,2,12,,,297,,5,775,0,1,,0,,,11,,1154,,30,50,11,28
-1,1,3,1,0,1,0,0,1,326710,,34831,1173,1128,2,270,1024,0,2,1,34831,34831,,435,483,2601,6,99975,63824,155534
-1,0,4,,1,,0,,2,74,,,1116,,5,758,0,2,,0,,,6,,959,2539,24075,79154,39250,6859
-1,1,3,1,0,0,0,0,2,47382,,11,26,3077,2,981,1912,1,3,1,11,11,26.3333,,,,13,162835,1230,1846
-1,4,0,2,,0,,0,,,,4714,,62,0.2,0,847,,3,4,8117,,,,,,0,88,18682,14101
-1,0,4,,1,,0,,1,524227,,,13170,,5,244,0,0,,0,,,,342,1396,25470,0,13049,175690,346761
-1,2,2,3,1,1,1,0,1,5,,6762,5726,26,1,205,2157,0,2,2,8596,7801,,,,5726,4,7112,5582,4192
-1,2,2,1.5,0,1,0,0,1,80069,,485,318,1957,1,3202,3674,1,0,2,566,566,,70,566,,115,1604,19882,3867
-1,0,4,,3,,3,,2,2401,,,1621,,5,295,0,2,,0,,,,,957.5,2947,17174,24,2620,1707
-1,0,4,,2,,1,,1,39962,,,406,,5,536,0,1,,0,,,26,387,823,,73849,60350,45446,3
-1,0,4,,1,,1,,1,63,,,1270,,5,722,0,7,,0,,,,85,1366,1814,240801,56,494,41
-1,4,0,3.5,,3,,1,,,,15087,,17,0.2,0,642,,0,4,33556,2143,,,,,166,3968,271671,221487
-1,3,1,2.66667,0,0,0,0,1,7145,,21238,25,13,0.5,2261,1867,0,3,3,45568,,25,,,,12,7135,9,65181
-1,0,4,,2,,0,,1,1305,,,209,,5,722,0,1,,0,,,53,261.333,,,26900,8,1238,61
-1,1,3,1,2,0,2,0,1,201668,,81,71,604898,2,821,727,2,1,1,81,81,36,88.5,,,174978,604898,200104,1362
-1,4,0,2.75,,1,,1,,,,15956,,22,0.2,0,819,,2,4,42400,34815,,,,,0,8568,215815,329
-1,0,4,,1,,0,,1,387,,,1205,,5,166,0,0,,0,,,49,82,731,3958,5539,1195,30692,2251
-1,4,0,1.5,,0,,0,,,,3229,,73,0.2,0,1721,,3,3,9261,9261,,,,,10,180407,2914,360
-1,4,0,3.75,,1,,0,,,,9639,,7,0.2,0,1023,,2,4,22402,18965,,,,,5,4231,8605,4546
-1,1,3,2,0,-1,0,0,1,572848,,2717,847,3,2,252,186,0,4,1,3790,3790,13,,1263.5,,7,6712,5627,9920
-1,1,3,1,0,1,0,0,1,35,,1452,502,79350,2,482,980,1,0,1,1452,1452,,341,582.5,,309501,161214,14,1715
-1,4,0,1.75,,1,,1,,,,16398,,26,0.2,0,1613,,0,4,29826,10975,,,,,0,9490,153942,130744
-1,1,3,2,3,9,2,0,2,17,,44970,2407,3,2,378,339,1,0,1,89939,89939,,,894,3163.5,184207,47,44,9
-1,4,0,2,,0,,0,,,,3521,,315,0.2,0,884,,4,4,7941,14755,,,,,6,18363,162,50
-1,4,0,2,,2,,1,,,,3148,,22,0.2,0,1787,,1,4,4242,3265,,,,,101,2745,1736,6895
-1,4,0,1.5,,0,,0,,,,2719,,38,0.2,0,414,,0,3,3456,3456,,,,,6,2894,5589,31
-1,4,0,2.75,,3,,1,,,,10968,,20,0.2,0,1186,,2,4,26899,26899,,,,,0,21164,163772,71701
-1,4,0,0.75,,0,,0,,,,3194,,729,0.2,0,2106,,1,3,3194,1185,,,,,2,117529,89022,25589
-1,2,2,2,5,5,2,1,2,1409,,58370,1521,500,1,1108,2211,0,0,2,172356,1521,,,1521,,51888,1834,24110,983
-1,3,1,3.66667,9,4,0,1,4,24,,25249,8890,29,0.5,592,694,4,1,3,81965,81965,,,,8890,8,1427,1274,4723
-1,3,1,3,0,0,0,2,1,21,,15804,13,7,0.5,741,506,0,2,3,22286,29657,13,,,,19,27,1022,9782
-1,3,1,2.33333,1,6,0,4,1,23,,22663,,25,0.5,993,938,3,3,3,43410,14162,,,,,403414,1720,68884,155812
-1,2,2,2,3,1,2,1,3,5008,,3970,206,269,1,274,1435,1,1,2,7861,145,,206,,,0,628,8,19
-1,0,4,,2,,2,,1,160576,,,962,,5,295,0,3,,0,,,,181,799,2070,10020,109908,3213,2234
-1,2,2,7,21,7,16,5,12,77,,126103,99,9,1,3581,171,5,2,2,153528,124478,39,158,,,63,3777,30,34
-1,4,0,2,,1,,0,,,,5345,,7,0.2,0,86,,1,4,10106,9487,,,,,0,8547,223537,1303
-1,4,0,2.5,,1,,0,,,,15210,,13,0.2,0,965,,3,4,27455,27445,,,,,13,28844,1271,31842
-1,4,0,1.75,,0,,0,,,,11904,,26,0.2,0,240,,2,4,13790,4233,,,,,21577,5882,1081,15894
-1,2,2,1.5,1,2,0,0,2,29604,,26343,8170,1043,1,1107,1610,0,0,2,27604,1332,,,,8170,1493,204,8370,69
-1,2,2,3.5,0,1,0,0,1,358330,,16245,377,6,1,756,505,0,0,2,24818,24818,31,,722,,31,159967,616404,32895
-1,3,1,1.66667,4,0,0,0,4,486,,4265,46,12,0.5,433,836,0,2,2,8599,2702,46,,,,11,486,318693,1488
-1,3,1,2.33333,3,2,0,1,2,5,,9171,2477,123530,0.5,346,1002,0,1,3,20090,56525,,,,2477,130659,282161,27779,937039
-1,4,0,1.5,,1,,1,,,,1800,,30491,0.2,0,145,,1,3,3654,,,,,,0,2550,401,2611
-1,0,4,,0,,0,,1,17,,,766,,5,410,0,0,,0,,,60,,1292,1650,3,37579,28124,1431
-1,0,4,,1,,2,,1,336130,,,189,,5,618,0,1,,0,,,25,114,593,,434927,412023,49389,58516
-1,0,4,,1,,0,,1,247426,,,807,,5,352,0,0,,0,,,3.5,,1065,2156,125424,3,14,7
-1,0,4,,1,,1,,1,241,,,3722,,5,250,0,1,,0,,,,145,1637,12961,0,1834,5559,47651
-1,4,0,2,,2,,2,,,,10196,,17,0.2,0,887,,2,4,26326,25743,,,,,15,174,30912,23005
-1,4,0,3.25,,2,,0,,,,13137,,67,0.2,0,817,,1,4,32981,28680,,,,,6,74512,4487,2562
-1,3,1,2.33333,0,1,0,1,1,3119,,3062,25,1227,0.5,328,702,0,4,3,5266,553,25,,,,8,167964,3119,38687
-1,3,1,1.66667,0,0,0,1,1,1098,,3128,65,385,0.5,62,371,0,4,3,5139,1233,65,,,,15,37,1061,10
-1,4,0,2.25,,2,,2,,,,11173,,165,0.2,0,823,,4,4,32997,8926,,,,,11,1417,12940,5785
-1,0,4,,2,,2,,1,332,,,306,,5,625,0,0,,0,,,4.5,240,975,,1,100923,7035,116
-1,3,1,2,0,0,0,0,1,911770,,3309,1022,4,0.5,317,848,0,0,3,5501,,,,1022,,244929,1443,75009,93181
-1,0,4,,15,,16,,3,394,,,3590,,5,332,0,0,,0,,,55,,,7125,10,48,579,163
-1,2,2,2.5,1,2,0,0,1,10,,715,332,5625,1,177,735,0,2,2,1669,1669,,125,539,,0,34378,90912,5732
-1,2,2,0.5,2,0,0,0,2,19,,1184,895,235,1,851,2156,4,1,1,1184,1184,50,,,1740,114,70535,1073,14484
-1,1,3,24,3,34,4,0,2,829,,8294,3385,50,2,849,227,3,0,1,100326,2035,,,940,4607,22,51,70,1644
-1,1,3,2,0,2,0,0,1,6924,,2556,946,214,2,666,1761,2,6,1,3501,1611,,168,1335,,42797,8650,4863,48866
-1,4,0,1.75,,0,,0,,,,2185,,253,0.2,0,676,,2,3,6688,,,,,,5,44962,21346,213801
-1,4,0,1,,0,,0,,,,3440,,5233,0.2,0,3175,,2,4,3440,3653,,,,,98992,244438,276,1299
-1,4,0,2,,1,,1,,,,10111,,53,0.2,0,255,,1,4,19321,15518,,,,,1206,49,130,8549
-1,0,4,,0,,0,,1,760069,,,17,,5,688,0,0,,0,,,16.6667,,,,4,1116,9817,69
-1,0,4,,2,,2,,1,139267,,,23238,,5,964,0,1,,0,,,,108,592,46125,25,160,7134,15
-1,4,0,0.75,,1,,0,,,,7524,,141113,0.2,0,897,,6,3,7524,11286,,,,,23102,1612,11052,6468
-1,0,4,,2,,1,,1,504712,,,2615,,5,2563,0,0,,0,,,16,,1505,8924,0,12589,217,124
-1,4,0,2,,1,,0,,,,6319,,704,0.2,0,1608,,1,4,9667,4730,,,,,21595,174052,17196,18793
-1,4,0,1.5,,-1,,2,,,,18684,,3,0.2,0,1461,,2,3,19169,18399,,,,,7,213,1526,20
-1,4,0,1.25,,0,,0,,,,31156,,125,0.2,0,594,,1,3,31199,56,,,,,0,39847,55173,469027
-1,2,2,1,3,0,0,0,2,478184,,16775,54776,7,1,395,498,0,0,2,16775,16775,,,,54775.5,1414,33,405788,10196
-1,1,3,10,1,6,1,0,1,15,,9969,345,4,2,311,678,0,1,1,27382,3533,5,,684,,814,1366,169,404
-1,1,3,1,0,3,0,0,1,175086,,21630,986,115,2,259,124,0,0,1,21630,21630,3,374,,2582,23126,207496,38,15
-1,2,2,1.5,14,1,12,0,19,8,,16196,2095,22,1,161,253,1,0,2,30442,30442,,,837,3353,1036,254847,148046,170086
-1,0,4,,1,,0,,1,104468,,,1670,,5,288,0,0,,0,,,,312,501,4197,5614,17192,298,8283
-1,2,2,1.5,1,1,0,0,2,522,,72168,235,4,1,623,530,1,0,2,72684,71651,,234.5,,,55,229,56336,981
-1,3,1,2.33333,1,3,0,0,1,24,,3594,562,120,0.5,1443,2455,0,0,3,3725,3859,,,562,,64,2132,23,7051
-1,1,3,1,1,9,1,0,1,50001,,14429,715,2,2,419,519,0,0,1,14429,14429,,87,1028.5,,36875,1,91360,1111812
-1,1,3,15,4,24,2,0,2,55981,,8168,11940,3,2,194,443,0,4,1,37441,,,74,,17872.5,35,174,971,2805
-1,4,0,3,,0,,1,,,,13943,,16,0.2,0,933,,2,4,30023,11159,,,,,0,9036,2450,8763
-1,4,0,2.5,,3,,1,,,,19360,,21640,0.2,0,448,,1,4,66361,66361,,,,,5,1126,7575,9643
-1,2,2,3,2,1,0,0,2,150,,17750,258,13,1,1725,2735,2,4,2,33939,14352,,257.5,,,7,1421,1354,39
-1,4,0,2.25,,0,,0,,,,31677,,457,0.2,0,2413,,1,4,43939,50316,,,,,6,21662,207418,145309
-1,3,1,1,0,0,0,0,1,14,,1765,109,114737,0.5,228,306,1,0,3,1765,,,109,,,0,18646,1920,12627
-1,3,1,3.33333,1,3,0,1,1,4073,,10136,96,10,0.5,201,602,0,0,3,23518,7049,,96,,,0,14285,56426,337069
-1,2,2,3,1,1,0,1,1,233077,,12753,2643,606,1,333,466,0,0,2,25206,25206,43,,,5242,384267,258,41431,116849
-1,0,4,,1,,1,,1,148033,,,5317,,5,452,0,0,,0,,,,,,5316.75,0,46763,249,36
-1,3,1,1.66667,1,0,0,0,2,35,,1612,350,26781,0.5,417,1910,0,0,3,2751,1013,,350,,,177308,19960,186070,51
-1,1,3,2,2,0,1,0,1,10,,98914,817,11,2,425,1062,1,0,1,194737,194737,,350,1283,,6,31425,274,8541
-1,4,0,1.75,,1,,1,,,,24399,,4,0.2,0,1140,,3,4,41010,54544,,,,,25,6020,1377,63188
-1,4,0,4.25,,4,,4,,,,31452,,16,0.2,0,310,,6,4,70979,,,,,,0,27714,29852,8300
-1,3,1,2.33333,1,1,0,1,1,2838,,32418,71,983,0.5,1446,1982,0,1,3,81896,52646,,71,,,200545,2838,239260,6901
-1,1,3,2,0,5,0,0,1,1200,,13597,4078,5,2,1291,1017,0,0,1,18502,8691,,,771,7384,10,7716,22473,58
-1,4,0,0.5,,1,,1,,,,1234,,144,0.2,0,382,,0,2,1234,,,,,,5,65133,80,8375
-1,4,0,1.75,,1,,1,,,,36785,,250,0.2,0,2819,,2,4,52205,29177,,,,,132,4404,605,1147
-1,3,1,2,1,2,0,1,1,100295,,99877,61,27,0.5,360,621,1,2,3,109736,102918,61,,,,13885,29209,44068,10229
-1,2,2,2.5,4,1,3,1,3,287,,85293,10245,223,1,559,411,1,1,2,88905,80164,,,1121,19369,1489,1879,13,8158
-1,3,1,2.66667,2,2,0,1,2,3,,13764,20,3,0.5,233,1267,1,2,3,32422,8768,20,,,,19,1380,2257,38
-1,1,3,1,1,3,1,0,1,3091,,21,556,776883,2,1119,511,0,1,1,21,,,101,783,,60192,1425,12,535625
-1,2,2,6,1,3,1,2,1,308,,6015,4286,24,1,276,468,0,2,2,34533,2713,,,631,7940,3,557,8239,24
-1,4,0,1.25,,1,,0,,,,32912,,8754,0.2,0,489,,0,4,53882,97088,,,,,0,2449,1148,3681
-1,4,0,2.75,,8,,11,,,,30132,,12887,0.2,0,485,,1,4,53899,53899,,,,,12,1515,1403,3945
-1,0,4,,1,,1,,1,45524,,,3436,,5,502,0,1,,0,,,,,1005.5,5867,36,1336,58,1355
-1,0,4,,1,,1,,2,6,,,850,,5,393,0,0,,0,,,38,,770,1742,0,138706,35925,2858
-1,3,1,1,1,1,0,0,1,306638,,12415,402,131468,0.5,318,539,0,0,3,12415,,,402,,,0,299606,50475,70090
-1,0,4,,2,,2,,1,160722,,,8661,,5,647,0,1,,0,,,,,600,12691,27606,152588,393508,121921
-1,0,4,,4,,3,,2,39,,,1744,,5,452,0,1,,0,,,34,70,835,6035,0,138,74,1223
-1,0,4,,0,,0,,1,53901,,,322,,5,168,0,0,,0,,,28,175,1058,,1,7187,4,6
-1,4,0,1,,1,,0,,,,7211,,7566,0.2,0,656,,1,4,7211,7211,,,,,3155,92,10064,65975
-1,4,0,1.5,,3,,2,,,,6009,,4448,0.2,0,1887,,1,4,6262,6262,,,,,47,276,1072,93049
-1,0,4,,1,,1,,1,260,,,662,,5,555,0,2,,0,,,6,119,1260.5,,33,864040,17,3149
-1,1,3,12,4,18,5,0,2,14245,,14451,45381,9,2,698,569,5,1,1,76362,19964,,,494,67824,649,936,1391,20
-1,4,0,2.75,,1,,2,,,,30677,,5,0.2,0,701,,1,4,49086,29819,,,,,0,1436,20284,509
-1,4,0,2.25,,2,,1,,,,60537,,6,0.2,0,690,,1,4,62367,119900,,,,,0,22965,1448,9016
-1,3,1,1.66667,0,0,0,0,1,16180,,1438,9,26,0.5,2488,2467,0,2,2,2515,1639,9,,,,30,13507,1234,1439
-1,0,4,,3,,3,,2,2045,,,2157,,5,312,0,0,,0,,,67,,1250,6060,920,1536,7299,14382
-1,0,4,,0,,0,,1,266686,,,1626,,5,539,0,0,,0,,,15,,,4848,13859,88,190,97
-1,1,3,6,1,52,0,0,1,20,,10843,512,54,2,653,1869,0,6,1,36470,1815,,132,1272,,243344,92,58,2101
-1,4,0,1,,6,,2,,,,84281,,55558,0.2,0,1160,,0,4,84281,84281,,,,,20047,214,152784,99132
-1,1,3,0,0,7,0,0,1,373793,,,1670,,2,508,1126,1,7,0,,,,390,886,3733,120854,6215,27,1418
-1,1,3,1,2,0,2,0,2,2547,,18478,8159,8,2,1277,204,1,0,1,18478,18478,,182,,12148,33163,84,1465,4523
-1,2,2,3,2,2,2,0,2,536709,,2327,1307,32,1,808,2469,1,2,2,5162,1050,21,,,2592,10,292820,1288,1475
-1,3,1,2.66667,1,1,0,0,1,6,,8316,45,947,0.5,230,623,2,2,2,27039,3487,45,,,,843,221,16060,1271
-1,2,2,3,-1,1,2,0,1,66280,,18648,861,232481,1,247,293,1,1,2,37924,,,186,1535,,13,18,0,1274
-1,2,2,1.5,1,2,0,0,1,829778,,1203,1579,25275,1,1091,195,0,0,1,1710,1710,,,1302,1855,686175,21321,37491,21917
-1,4,0,2.25,,0,,0,,,,10158,,11,0.2,0,485,,1,4,15918,,,,,,0,21370,10259,11485
-1,4,0,0.5,,2,,0,,,,494,,3701,0.2,0,438,,2,2,494,987,,,,,26,387432,49138,5749
-1,4,0,3.5,,2,,1,,,,3315,,9,0.2,0,495,,2,3,10032,345,,,,,0,800,347273,145810
-1,4,0,3.75,,2,,1,,,,12644,,12,0.2,0,850,,3,4,32654,26042,,,,,6,14809,45962,245071
-1,3,1,1.66667,0,1,0,1,1,4384,,1310,52,14836,0.5,475,602,0,5,3,1800,1800,52,,,,14,1201,13163,4384
-1,4,0,1.5,,0,,0,,,,13162,,12335,0.2,0,914,,1,4,16488,16488,,,,,1200,6476,2945,1094
-1,3,1,2,0,1,0,1,1,3,,151879,5,12,0.5,112,1542,1,0,3,181474,179312,5,,,,15,60616,7279,9706
-1,2,2,2.5,1,1,0,1,1,1215,,4146,45,12,1,345,767,0,1,2,6881,762,45,,,,0,30,96659,2399
-1,0,4,,4,,3,,2,107460,,,1717,,5,706,0,0,,0,,,42,182,,3322.5,16925,25,123772,7301
-1,1,3,1,1,4,0,0,2,7,,408,160,15559,2,372,1099,0,0,1,408,,36,408,,,79430,230473,4096,1473
-1,3,1,1.33333,0,1,0,1,1,6,,1954,100,5935,0.5,169,3281,0,2,3,1964,1943,,100,,,33,37,14975,16320
-1,0,4,,0,,0,,1,141925,,,614,,5,515,0,1,,0,,,1,93,541,1821,0,10008,71929,19131
-1,3,1,1,0,1,0,1,1,34319,,1625,17,17170,0.5,368,1132,0,0,2,3063,186,17,,,,12246,15395,17201,1722
-1,4,0,1.25,,1,,1,,,,11723,,213,0.2,0,569,,1,4,14539,3465,,,,,3,299240,2902,6200
-1,3,1,2.33333,1,1,0,1,1,8,,4659,129,35071,0.5,676,603,0,1,3,9768,26,,129,,,12,133934,448,6799
-1,3,1,1,3,2,0,1,3,7,,50890,4341,10,0.5,340,1396,0,2,3,50890,72919,,,,4341,30,10207,80,2944
-1,3,1,2.33333,2,2,0,2,1,936,,7241,118,120720,0.5,554,1186,2,4,3,20580,30780,,118,,,11806,55387,33430,122069
-1,1,3,3,0,3,0,0,1,354886,,3219,203,9,2,716,551,0,2,1,6997,2588,6,,597,,8,40694,1020,158900
-1,1,3,2,0,0,1,0,1,10113,,4006,2758,34,2,191,1608,0,0,1,7485,,,,,2757.5,58851,208,1266,183149
-1,3,1,3.66667,8,2,0,1,3,1040,,16811,316,37,0.5,425,1800,2,0,3,72887,4712,,316,,,0,10921,4232,1040
-1,3,1,5,2,8,0,4,1,7936,,9611,4445,7,0.5,109,421,0,0,3,28375,17437,,,,4445,973,6320,2086,3214
-1,1,3,4,2,6,2,0,4,16,,6561,427,4,2,866,150,0,0,1,13121,13121,,98,756,,14399,4257,13,47527
-1,3,1,1.33333,3,3,0,1,1,49,,774,90,72,0.5,466,886,0,1,3,828,828,,90,,,17098,1466,1757,49
-1,4,0,2.25,,1,,1,,,,52070,,22,0.2,0,2343,,1,4,75930,54185,,,,,0,478808,7756,837830
-1,4,0,0.75,,0,,0,,,,16945,,18,0.2,0,327,,0,3,16945,16945,,,,,2,3099,8217,14520
-1,3,1,2,0,1,0,0,1,1757,,9318,67,11,0.5,656,2717,0,2,3,19472,12852,67,,,,9,126823,1757,19462
-1,4,0,1,,0,,0,,,,50086,,236,0.2,0,1112,,1,2,149555,,,,,,80022,5613,6946,14095
-1,0,4,,7,,10,,2,89070,,,753,,5,723,0,2,,0,,,47,287,514,2162,2791,124168,8212,36
-1,4,0,2,,0,,0,,,,6294,,335,0.2,0,2832,,4,4,7114,6187,,,,,57658,325,2817,4130
-1,4,0,2,,1,,1,,,,14841,,2045,0.2,0,2916,,2,4,22086,11214,,,,,0,9812,8278,3009
-1,2,2,1,1,0,0,0,1,187539,,1408,403,1487,1,861,1675,1,3,2,1408,,16,,790,,8476,20422,1386,44667
-1,1,3,2,0,0,0,0,1,3793,,363,1106,36,2,565,2157,0,2,1,549,176,,176,1063,2079,14,7823,48,4857
-1,4,0,2.25,,4,,3,,,,18130,,848,0.2,0,868,,2,4,26459,11527,,,,,14,2255,8523,11335
-1,4,0,1.25,,2,,2,,,,17805,,106,0.2,0,1513,,1,4,19030,16581,,,,,0,76447,18641,56082
-1,2,2,4,3,82,2,78,2,643,,8776,4754,168,1,745,620,1,1,2,23065,5388,,,,4754,0,22,75,507
-1,4,0,2,,1,,1,,,,54956,,7,0.2,0,472,,1,4,65935,44577,,,,,142283,50416,17449,265
-1,1,3,4,1,3,1,0,1,500,,1513,1041,18,2,315,617,0,8,1,3026,3026,1,95,,3026,34,2831,1450,1483
