#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6
1,2,4,4,-1,4,3,2,2,25,,33447,2111,27,1.66667,226,625,0,0,2,120330,23023,24,,594,3913,1578,4645,7560,4,25513,13250
1,3,3,3,2,2,1,1,3,305175,,6491,569,18,1,852,879,1,0,3,15706,,53,362,1291,,0,1140,237438,123105,128972,109727
1,4,2,2,0,1,0,0,1,473880,,17009,1159,17,0.6,417,722,0,1,4,26185,8186,,274,,2043,246552,191364,112514,6157,25108,1950
1,0,6,,2,,1,,2,5974,,,3873,,7,597,0,1,,0,,,,177.5,1099,21427,95825,8,9875,49185,306028,254515
1,5,1,3.6,0,2,0,4,1,91,,45010,484,506,0.333333,205,137,1,1,5,119073,,,,484,,0,181,985,5790,2868,13210
1,0,6,,1,,1,,1,20205,,,2150,,7,1346,0,0,,0,,,36.3333,,,4263.67,21,15,17,9,1701,12
1,6,0,1,,0,,0,,,,74550,,14,0.142857,0,942,,1,5,75517,,,,,,0,4283,2945,118,1199,1632
1,0,6,,1,,1,,2,336,,,710,,7,1487,0,1,,0,,,31,73,536,3555,3296,2987,2625,14612,28591,2927
1,2,4,1.5,0,2,0,2,1,113148,,1195,4012,1820,1.66667,587,1060,0,1,2,1569,1524,16.5,,,8006.5,433,727,1218,84179,2515,25830
1,4,2,1.5,2,1,2,0,2,133,,3721,4122,128477,0.6,421,1678,0,1,4,3933,7463,,,749,7495,14407,13419,71936,41304,73123,98204
1,5,1,1.2,0,0,0,0,1,924,,1196,6,86856,0.333333,303,580,0,0,5,1579,,6,,,,360269,171552,37306,14602,924,17321
1,4,2,2.25,2,1,0,2,1,4,,9423,253,4,0.6,376,735,0,1,3,14129,12071,51,,455,,13,377452,156416,79945,64,333937
1,2,4,1.5,1,1,2,0,2,1082,,24544,1179,56,1.66667,397,540,0,1,2,44359,44359,48,103,,3386,25,247173,1458,50448,18900,109
1,1,5,4,1,3,2,0,1,10,,6586,976,1,3,147,326,1,0,1,17019,7143,3,,977.333,1944,50374,5904,11689,2431,331,29968
1,4,2,2,0,3,0,3,1,2091,,38330,28,65772,0.6,557,861,0,0,4,76773,278,28,,,,0,10199,24128,26201,5731,3978
1,0,6,,0,,1,,1,519696,,,2692,,7,306,0,0,,0,,,18.5,193,,7865,0,486,5,1184,3,2518
1,0,6,,1,,1,,2,4728,,,2500,,7,1005,0,1,,0,,,66,104,580.5,6834.5,51,32,104,2766,11494,49
1,1,5,0,1,2,2,0,1,160,,,1053,,3,634,1474,0,0,0,,,3.5,198,1635,3424,9,29,6,70,4561,241306
1,0,6,,4,,4,,2,189150,,,3236,,7,725,0,1,,0,,,,266.5,622,7512.5,105348,107631,148777,343818,367722,196674
1,5,1,2.8,14,3,0,2,2,803735,,39264,,353,0.333333,179,506,3,2,5,98692,69749,,,,,0,34796,62935,45118,5,58686
1,6,0,1.5,,0,,0,,,,7216,,1062,0.142857,0,1187,,1,6,8638,8218,,,,,12,7707,9635,11865,29945,99578
1,1,5,2,7,0,11,0,3,45840,,22100,2233,12,3,577,1066,0,1,1,24289,24289,,,470,3114.5,34,51797,80779,5,48,506707
1,4,2,3.25,0,2,0,2,1,3112,,15832,31,4,0.6,151,567,0,1,3,81239,,31,,,,0,1116,64742,5102,6,38491
1,4,2,2,-1,1,0,0,1,94,,26994,4259,5,0.6,386,456,0,1,3,76803,76803,,,,4259,128301,115,1527,154252,92,19637
1,5,1,4.2,11,5,0,7,2,3738,,2814,360,2736,0.333333,1532,2369,1,1,5,5290,5140,,360,,,24,612,3738,129777,40819,2384
1,0,6,,1,,1,,1,109232,,,3542,,7,527,0,0,,0,,,19,,972.5,9634.5,0,65540,43955,3,4357,4
1,5,1,1.8,0,1,0,1,1,662,,561,8,23852,0.333333,249,509,0,1,5,809,809,8,,,,6,709817,7161,30282,113,41608
1,4,2,2,1,1,0,1,1,5645,,7816,606,144,0.6,305,411,0,0,4,14354,2619,,360,851,,550,2529,17182,141794,16603,20641
1,3,3,3,0,11,0,14,1,82565,,50151,1052,8,1,447,483,2,0,3,137305,235,,235,926,1995,0,302110,247682,6,2,3020
1,5,1,0.8,0,1,0,1,1,130,,683,16,149293,0.333333,99,349,1,1,4,683,,16,,,,23,130,38999,2755,135397,544053
1,3,3,1.66667,1,2,1,2,1,234,,21913,465,3152,1,306,2362,0,3,3,24080,29489,65,,665,,13,526,455128,2380,7832,81497
1,0,6,,6,,9,,2,37616,,,1188,,7,943,0,4,,0,,,44,183,1138.5,4579,804418,79710,53,171,2319,19251
1,6,0,2.33333,,-1,,1,,,,11142,,10,0.142857,0,1703,,3,6,20755,,,,,,0,5410,79,102,2631,105683
1,3,3,2.33333,0,2,0,2,1,14863,,898,612,152087,1,395,786,1,0,3,2070,,,102,1633,,10,7198,16849,23,14,21848
1,6,0,1.33333,,0,,0,,,,4303,,10,0.142857,0,414,,1,5,6677,4167,,,,,0,191,33,1602,1041,206
1,6,0,3,,1,,2,,,,16280,,7,0.142857,0,1345,,2,6,31726,12060,,,,,0,1506,2792,225,16844,11455
1,1,5,1,0,-6,1,0,1,1055,,26,1008,5185,3,309,656,1,5,1,26,26,27,325,466,4197,26103,5185,9230,41139,324,63
1,0,6,,1,,1,,1,9,,,830,,7,224,0,1,,0,,,48,196.5,1070.5,2400,594723,110277,220,17,273,975
1,3,3,2,2,1,2,1,2,185,,1562,2591,15,1,717,1097,1,0,2,2551,202,,73,1261,6439,423320,6,3,9,43387,574415
1,1,5,5,8,1,6,0,3,381,,28511,10903,2,3,466,444,1,0,1,93046,31,,334,1097,17694.3,4,2769,7745,2218,397,624744
1,2,4,7.5,2,7,1,1,1,1816,,50390,2595,4,1.66667,318,497,1,1,2,161753,32619,,220,1247,6318,5,17,2480,4430,39020,38
1,6,0,2,,0,,1,,,,14676,,89,0.142857,0,509,,1,6,26053,,,,,,0,239,4471,4569,19651,28742
1,0,6,,1,,1,,1,972,,,2765,,7,354,0,1,,0,,,38,87,1262,7558.5,8,9,5,12,5,5
1,6,0,2.66667,,2,,3,,,,12462,,20,0.142857,0,952,,1,6,25360,18895,,,,,0,69006,21637,15820,11595,8000
1,6,0,0.833333,,0,,0,,,,7320,,89354,0.142857,0,741,,2,4,7461,,,,,,0,3135,1687,304,135,395
1,0,6,,3,,3,,2,96,,,5239,,7,515,0,1,,0,,,,101,,6266,1129,19,355180,6,25,1167
1,6,0,2.83333,,1,,1,,,,6078,,63311,0.142857,0,772,,0,6,11195,7659,,,,,0,233,109,39,235,47
1,4,2,2.75,1,3,0,1,3,205090,,3222,77,383,0.6,1550,1927,0,1,4,7747,9800,,76.5,,,1,636609,266782,203058,1099,301402
1,2,4,1,0,2,0,0,1,172044,,3715,4022,252159,1.66667,814,1204,0,2,2,3715,136,,160,1153,14615,0,502743,1371,3549,33,2755
1,5,1,4,1,2,0,2,1,158,,22518,1102,12,0.333333,208,628,2,0,5,63499,51914,,,1102,,0,2754,59466,172394,15,4619
1,0,6,,1,,1,,1,38971,,,907,,7,491,0,1,,0,,,29,170,1030,2091.5,213136,8533,188285,255182,35,28969
1,0,6,,18,,31,,3,315734,,,2318,,7,625,0,2,,0,,,37.3333,,,4598.33,169844,13,42003,48760,22854,181423
1,5,1,1.6,1,1,0,1,1,1073,,77299,43,78,0.333333,854,1065,0,1,5,154326,149427,43,,,,18,3051,201,1073,26159,12724
1,6,0,3.16667,,-1,,2,,,,13031,,11,0.142857,0,583,,2,6,25617,12781,,,,,382972,5303,20509,45045,11165,1007
1,1,5,3,0,1,0,0,1,112081,,196,385,171,3,631,434,1,0,1,410,,11.6667,164,,1726,3195,86251,17554,1377,13,36
1,6,0,0.833333,,0,,1,,,,1832,,30760,0.142857,0,1581,,1,4,2008,,,,,,15485,2924,9965,7688,3865,16290
1,3,3,2.66667,0,1,0,0,1,236100,,22272,25,332,1,286,461,0,1,3,84631,198,25,,,,3,28470,435142,2793,5831,8
1,5,1,0.8,1,2,0,2,1,9,,48565,1,96732,0.333333,130,653,0,1,3,49221,,1,,,,8,22728,89313,125053,10786,18766
1,4,2,4.75,0,3,0,1,1,340,,42224,2801,16,0.6,708,653,1,0,4,105878,19710,,,,2801,0,23684,21421,351,162539,344095
1,3,3,3,1,2,0,1,2,25,,12835,91,720,1,535,235,1,1,3,35928,9027,1,136,,,1,935,158809,28481,363521,280013
1,0,6,,1,,2,,1,16108,,,9569,,7,186,0,1,,0,,,36,186,541.5,28055,627,3863,1334,22,75,4675
1,6,0,1.33333,,1,,1,,,,4827,,135,0.142857,0,1399,,4,6,10138,28809,,,,,9,3787,20266,213187,156697,29
1,0,6,,2,,2,,1,18417,,,327,,7,4030,0,1,,0,,,1,220.5,1081,,46,55,25,1645,7911,36175
1,4,2,1,1,1,1,0,1,200549,,7855,18,173,0.6,601,2090,0,3,4,7855,10199,18,,,,0,503,12369,144146,8845,20560
1,1,5,1,1,1,1,0,1,229,,1975,534,5,3,365,1309,1,0,1,1975,1975,3.5,426,1117.5,,7260,8833,8690,21467,23639,34549
1,6,0,1.83333,,1,,1,,,,49255,,5385,0.142857,0,797,,0,6,52188,24227,,,,,72,54948,156633,80855,370045,53308
1,1,5,1,5,5,8,0,2,266650,,398,2595,319357,3,397,884,1,4,1,398,398,,398,718,5570,66493,109292,210065,151293,144,8400
1,4,2,2.25,0,1,0,1,1,168080,,39204,573,46,0.6,414,1653,0,2,4,52409,52409,,389,757,,0,180,7166,1387,1428,70776
1,6,0,2,,2,,1,,,,15014,,775,0.142857,0,1456,,1,6,21519,19656,,,,,7,6808,1908,5250,59634,34381
1,2,4,1.5,0,2,1,2,1,540055,,10303,2702,96660,1.66667,365,1527,1,1,2,19840,,45,,1160,4801.5,4,121588,163787,46129,199929,108069
1,0,6,,1,,1,,1,15205,,,33,,7,585,0,0,,0,,,8.2,157,,,23,3034,94989,119,11,3328
1,6,0,1.83333,,0,,0,,,,1842,,7196,0.142857,0,1337,,0,6,2858,1697,,,,,34,7500,1443,37325,10057,10329
1,0,6,,1,,2,,2,16428,,,987,,7,440,0,1,,0,,,9.66667,,572,2660,62956,7,134,4680,42876,1404
1,6,0,1.5,,1,,1,,,,18026,,84,0.142857,0,442,,0,6,22317,,,,,,0,75,1057,12732,4481,173
1,3,3,1,3,2,2,3,2,11,,100375,1921,295,1,401,1029,0,0,3,100375,100375,50,,,2857,79766,689,70,169136,322871,8535
1,6,0,2.5,,3,,3,,,,66007,,8,0.142857,0,489,,2,6,83982,74617,,,,,0,28999,201,47408,1456,11592
1,0,6,,3,,5,,2,42316,,,4716,,7,443,0,0,,0,,,,,902,5478.8,16,35,1041,18783,19022,114548
1,6,0,3.33333,,2,,1,,,,20153,,987,0.142857,0,719,,2,6,48846,37175,,,,,17,44358,204817,318236,254494,31549
1,6,0,1.83333,,0,,0,,,,19788,,6,0.142857,0,1550,,1,6,27003,57024,,,,,0,121,209,194,30,1302
1,5,1,0.8,0,1,0,1,1,30562,,6750,13,14,0.333333,820,2571,1,1,4,6750,6224,13,,,,36,338,2622,86195,106825,32
1,3,3,2,0,2,0,3,1,89328,,7990,2021,2050,1,262,1504,2,4,3,15678,,42.5,,,5979,24,4410,1301,8611,3194,43272
1,0,6,,0,,0,,1,112857,,,1155,,7,545,0,1,,0,,,14.5,128,683.5,5403,0,24,26,3,9,31
1,0,6,,1,,1,,1,446057,,,1042,,7,425,0,0,,0,,,22,76.5,470,5586,0,114,46046,19820,11621,16265
1,3,3,2,3,1,1,0,2,79828,,9645,768,248905,1,1044,1390,3,0,3,21976,535,20,115,,2168,1058,7749,215405,17959,1192,512
1,4,2,2.75,1,1,0,1,2,5424,,32276,1182,14,0.6,607,1006,0,1,3,112615,,6,,,2358,0,630,30932,31398,77835,113377
1,1,5,2,3,5,2,0,4,15610,,6006,1014,67016,3,356,3210,0,1,1,11795,11795,51,216,979.5,2843,71,25,44482,25935,11711,77833
1,3,3,3,0,1,0,1,1,5670,,7176,21,19,1,762,2242,0,0,3,18933,,21,,,,30,15273,75044,155,28810,1583
1,6,0,2,,0,,1,,,,4292,,39,0.142857,0,249,,2,6,7531,,,,,,0,18887,32906,40303,148343,10272
1,0,6,,7,,10,,4,2536,,,1573,,7,1613,0,1,,0,,,,141,628.333,7270,6,3350,114481,6552,150727,20167
1,6,0,1.5,,0,,1,,,,19746,,400,0.142857,0,1496,,4,6,21999,,,,,,10079,6528,80592,13498,1690,25569
1,2,4,3,0,1,0,0,1,49,,34685,364,106,1.66667,702,202,1,0,2,55304,,1,114.5,1226,,0,40665,21628,4031,85,39
1,6,0,1.5,,1,,1,,,,17067,,30,0.142857,0,659,,1,5,25311,6130,,,,,0,2064,504,398,303,2506
1,0,6,,0,,1,,1,22008,,,2352,,7,384,0,0,,0,,,49,,901.5,7556,42744,2787,47409,4,10,4936
1,1,5,7,1,0,1,0,2,329,,25759,297,3,3,1836,676,1,0,1,166167,41,47.3333,306,1035,,0,1403,2001,20934,516282,188107
1,0,6,,1,,1,,3,687,,,3531,,7,750,0,2,,0,,,,373,729.5,12293,255257,3834,48200,382,58,612
1,5,1,2.4,1,2,0,2,1,721310,,39132,10572,90569,0.333333,287,944,0,1,5,72188,172485,,,,10572,131279,39,9973,20113,211861,42846
1,3,3,1.66667,0,1,0,1,1,1723,,2217,918,1722,1,395,326,1,1,3,3694,6386,23,,,2709,5,5734,6844,4150,16089,1009
1,3,3,1.33333,0,0,0,0,1,36192,,1225,228,14942,1,528,299,0,0,3,1282,,18,130,535,,30,1360,821,2754,3590,101901
1,4,2,1.25,1,1,0,1,2,70,,15963,485,203,0.6,2468,926,2,3,3,22579,20164,44,,926,,50,20443,11366,223,4785,97067
1,6,0,2.33333,,1,,1,,,,16942,,285,0.142857,0,1151,,1,6,44428,42331,,,,,0,4606,10174,11135,3047,14475
1,6,0,0.833333,,0,,1,,,,4407,,24544,0.142857,0,714,,1,4,6594,,,,,,0,5622,4736,7099,7376,24016
1,6,0,0.666667,,0,,0,,,,3245,,3690,0.142857,0,1366,,1,2,6501,,,,,,7,2649,7525,5994,8662,122295
1,3,3,2.66667,1,2,1,1,1,170,,26353,438,6,1,282,1091,1,0,3,73578,30650,,230,645,,71,7110,9008,65,8659,17217
1,6,0,2.5,,1,,1,,,,59433,,4,0.142857,0,890,,1,6,120175,77467,,,,,0,40,73,37,2392,139
1,3,3,3.66667,0,1,0,1,1,1872,,4945,514,59,1,1017,900,0,0,3,10123,6838,30,,997,,17183,11382,151648,21347,3586,912680
1,5,1,1.8,1,2,0,2,1,23,,38874,60,698,0.333333,125,397,0,0,5,41883,6840,60,,,,2,3841,67754,253360,23,516100
1,5,1,2.2,-2,1,0,0,1,39,,5130,128,46356,0.333333,103,1101,3,1,5,8065,9685,,128,,,5,62515,78957,133583,30383,28981
1,6,0,0.833333,,0,,1,,,,3806,,13790,0.142857,0,1563,,1,5,3806,4512,,,,,2,45076,117365,121013,90781,7429
1,2,4,1.5,0,0,0,0,1,47583,,1927,144,182,1.66667,226,818,1,0,2,3517,338,1,191.667,,,0,40416,4335,7350,4287,9
1,4,2,1,8,3,6,6,2,390381,,60142,20317,44,0.6,378,882,1,0,4,60142,78330,,,,20317,8382,63366,148677,182763,85356,82729
1,2,4,2.5,0,0,0,0,1,86,,966,1037,54,1.66667,352,1124,1,1,2,2555,433,24,,1543,,7526,1575,990,360,7206,331681
1,6,0,0.666667,,0,,1,,,,3748,,117447,0.142857,0,638,,2,4,3748,1625,,,,,0,5770,8379,17894,40061,15359
1,2,4,2,1,1,1,0,2,1929,,4052,646,2384,1.66667,413,847,1,1,2,7622,,12,,962.5,,54809,9,18,60,237588,1100812
1,2,4,1.5,0,1,0,0,1,87623,,434,27,106850,1.66667,435,1836,0,0,2,828,40,26.75,,,,20111,3095,372534,210604,3,4
1,4,2,1.5,2,2,2,1,2,281226,,20715,11383,3405,0.6,1378,749,1,1,4,29962,6557,40,,,22726,863,196,307987,148600,50083,198957
1,5,1,1.4,0,2,0,1,1,745768,,3686,5344,32016,0.333333,677,2492,0,0,5,3861,3674,,,,5344,0,1103,9996,151270,323799,210548
1,4,2,3.25,1,2,0,1,1,482,,9632,87,38809,0.6,623,1179,0,1,4,22459,1765,,87,,,0,936,33762,107349,221863,28
1,5,1,1.4,1,0,0,0,2,3950,,1480,18,67630,0.333333,121,1364,0,0,5,1655,897,18,,,,0,1463,1398,1086,1,8478
1,4,2,1.5,1,-1,0,1,2,85,,1858,386,23,0.6,644,622,0,0,4,4772,349,,131,641,,4,23,369,1154,2498,101
1,4,2,1.25,2,1,2,1,2,262833,,5079,1060,78664,0.6,439,828,2,3,4,8274,1885,1,,,2118,0,125655,257390,49197,1093,133
1,5,1,1.4,5,1,0,1,1,935,,4424,3762,158,0.333333,100,209,0,0,3,7296,7296,,,,3762,39,5226,1971,18107,290025,30
1,6,0,2.66667,,3,,3,,,,20917,,5,0.142857,0,550,,5,6,39991,14588,,,,,19,37,4351,49022,1134,17282
1,1,5,4,1,1,1,0,1,20130,,67921,2999,7,3,987,1020,1,0,1,218276,26684,38,114,1616,6614.5,5,5,12,28,32,14
1,0,6,,1,,1,,1,2353,,,944,,7,677,0,1,,0,,,39.5,,1218.67,1928,6,152288,14,337,5,77
1,2,4,2.5,0,1,0,1,1,71932,,8386,3926,1490,1.66667,422,494,1,1,2,18428,4409,,,624,5577.5,0,114,4038,1727,79,21
1,3,3,1.33333,1,1,0,0,1,7354,,2224,33,1104,1,3173,3614,1,1,2,6604,13175,33,,,,353521,1730,2712,1402,17529,84024
1,0,6,,2,,2,,1,349435,,,652,,7,701,0,1,,0,,,11,134,1490,,0,273727,5678,5,2840,48653
1,2,4,1.5,0,0,0,0,1,215221,,69604,2864,313,1.66667,321,2941,0,0,2,136862,1742,11,396,,8184,0,235423,724267,23921,12348,33724
1,0,6,,1,,2,,1,2733,,,872,,7,528,0,1,,0,,,39,418,,4657,13031,5745,15162,17248,6391,16645
1,5,1,1.4,0,1,0,2,1,118,,21076,26,12740,0.333333,416,1145,2,2,5,27094,19155,26,,,,49,1476,8364,118,1995,10628
1,4,2,1.25,5,1,5,1,3,418398,,32983,2136,15677,0.6,715,1663,2,1,4,58729,78252,,,1525,2746,28,48818,60160,1450,21855,77805
1,5,1,2.2,1,1,0,2,1,904,,47522,47,26,0.333333,155,2053,0,2,5,102507,93150,47,,,,423,904,2958,6164,1206,148
1,4,2,0.75,1,2,0,1,1,229,,4213,503,464,0.6,269,1249,1,1,3,4213,4213,16,,990,,141100,423301,4368,6747,13240,8
1,6,0,1,,1,,2,,,,95603,,24,0.142857,0,606,,1,5,120696,28739,,,,,8,116927,555376,63034,90726,154085
1,0,6,,1,,1,,1,53871,,,4530,,7,1096,0,1,,0,,,,358,800,19894,16,549,12,7,1025,304928
1,0,6,,3,,2,,2,119391,,,16285,,7,424,0,1,,0,,,,,719,24067.2,28,8663,13188,29,2902,64145
1,1,5,1,0,0,0,0,1,1962,,21,656,1101,3,180,591,1,1,1,21,,21,,974,,6989,8498,24776,27,1074,54761
1,3,3,1.66667,2,2,2,1,2,19811,,3538,61,489,1,1051,1261,0,0,3,6979,493,26,78,,,23,50433,143,1305,40303,5740
1,6,0,1.5,,0,,0,,,,4197,,32,0.142857,0,790,,0,6,7304,6840,,,,,17045,2827,3130,1409,26686,11757
1,5,1,2.4,7,2,0,1,1,148003,,15623,124,29625,0.333333,611,1827,1,0,5,49521,13202,,124,,,23,24199,5781,148003,32022,180157
1,2,4,1.5,0,0,0,0,1,65857,,33807,430,21,1.66667,450,1319,0,1,2,39903,39903,37,228,1227,,12,59140,84846,157086,8920,1351
1,4,2,2,1,1,0,0,1,4607,,2720,27,204,0.6,1006,925,0,0,4,4858,1325,27,,,,84,34220,8623,21,15462,591
1,3,3,1.33333,0,1,0,2,1,116339,,27112,3990,14305,1,167,1051,0,0,3,42720,95161,,,,3990.33,20323,7,4,15,17,139
1,6,0,2.66667,,1,,1,,,,17639,,38745,0.142857,0,876,,1,6,45323,,,,,,0,37290,21707,7331,164202,128309
1,0,6,,4,,4,,3,196159,,,27226,,7,918,0,1,,0,,,,,514,33904.2,18,102144,251723,353912,54754,10607
1,2,4,1,1,1,1,0,2,72633,,22367,376,840,1.66667,398,731,0,0,2,22367,,57,,695,,221063,10242,27363,10211,7,57
1,5,1,2,0,2,0,1,1,19,,3858,47,9016,0.333333,256,946,0,0,5,6568,592,47,,,,0,8354,19,11535,280620,37527
1,3,3,1,2,1,1,0,2,23418,,2693,715,1165,1,713,992,0,2,2,4499,886,,70,1038,,84123,3372,16225,14386,16246,6
1,6,0,1.5,,1,,1,,,,2350,,8,0.142857,0,1608,,1,5,3010,4974,,,,,0,31,2063,1295,5834,1780
1,3,3,1.33333,1,2,0,0,2,243251,,155555,1115,45059,1,369,885,1,1,3,155898,155212,,221,,2904,7,90804,52853,106388,28040,728
1,5,1,2.6,0,2,0,2,1,1075,,6380,89,91,0.333333,1206,886,0,1,5,20215,40724,,89,,,6,9170,1075,8964,13734,344365
1,6,0,3.5,,1,,1,,,,11996,,4,0.142857,0,869,,1,6,39885,1722,,,,,0,8577,115,5550,5456,22026
1,0,6,,0,,1,,1,9,,,1049,,7,430,0,1,,0,,,36,307.5,504.5,4635,351926,4030,328,147,396,5920
1,6,0,2.5,,3,,2,,,,8345,,145,0.142857,0,313,,1,6,11670,10007,,,,,2,6904,3409,33739,483,2544
1,2,4,3.5,1,1,1,0,1,17059,,29360,283,32068,1.66667,117,3102,0,0,2,82246,1700,11,298,525,,0,285,43,101859,20,6
1,4,2,1.25,1,0,0,0,1,41,,7382,16,30,0.6,227,646,0,1,3,22061,,16,,,,0,17,97981,51716,254975,65
1,0,6,,1,,1,,1,313391,,,3046,,7,459,0,0,,0,,,,114,1439.5,7584,92562,8,170872,7804,240016,29902
1,6,0,1.83333,,1,,1,,,,8817,,15,0.142857,0,484,,1,5,17210,23606,,,,,0,1080,1618,279,19985,25421
1,6,0,2,,1,,0,,,,25274,,323,0.142857,0,546,,3,5,27230,,,,,,0,8600,43499,1054,24865,1158
1,5,1,3,1,1,0,1,2,38,,11341,37,132,0.333333,87,344,0,1,5,28885,30351,37,,,,0,38,126876,4041,60569,66330
1,5,1,1.8,-1,-1,0,1,1,84144,,2458,305,1484,0.333333,296,1313,1,2,5,4690,2121,,305,,,5,179328,5406,1953,1357,68948
1,0,6,,0,,0,,1,287927,,,433,,7,388,0,1,,0,,,7.5,186,,2383,103831,3,44795,5757,3,5
1,1,5,1,2,1,2,0,2,62,,99,5387,373072,3,198,825,0,0,1,99,,,99,482,8785.33,11425,12,28,15,119,715628
1,3,3,1.33333,2,1,1,1,2,73711,,6800,2807,6,1,373,597,1,1,1,22647,2680,,,839,6742,0,653649,136384,20,15,7
1,5,1,2.4,0,1,0,2,1,402,,13766,38,2118,0.333333,1167,1020,0,1,5,26197,1691,38,,,,16,90979,402,31825,15607,410207
1,1,5,1,1,1,1,0,1,169,,27490,867,15,3,469,2913,1,3,1,27490,,47,,645,3549,71987,793320,13061,75955,21789,20353
1,3,3,3,1,0,1,0,2,365,,5442,10433,23605,1,525,818,1,0,3,14685,1323,,,,10433,22,3180,138,6207,74725,788239
1,5,1,1.2,-2,0,0,1,1,282783,,5677,106,97,0.333333,703,1181,1,0,5,5870,6598,,106,,,48874,4273,13368,757,3432,31416
1,6,0,2.33333,,0,,2,,,,14919,,5,0.142857,0,1632,,4,6,26159,,,,,,0,1159,7065,98,23,194
1,4,2,2.75,4,1,3,1,2,275989,,19377,2997,27,0.6,1337,1208,1,1,4,45593,44869,,,577,5416,66,6295,20212,4648,1428,2738
1,0,6,,2,,2,,3,194924,,,29126,,7,547,0,1,,0,,,6,79,502,58056.3,68,1478,1347,15,24625,340882
1,0,6,,1,,1,,1,1853,,,281,,7,1166,0,1,,0,,,,177,803,,24,6144,12623,93718,8829,24
1,3,3,4.66667,2,4,2,1,3,3303,,11003,256,59,1,1574,2085,3,1,3,30281,3645,,255.667,,,23713,1496,782,7053,246318,583
1,4,2,3,2,2,0,0,1,2828,,29425,684,13,0.6,405,605,1,0,4,80206,2611,,183,1184,,25903,17510,1145,92192,17143,22
1,0,6,,7,,4,,4,145297,,,1241,,7,920,0,3,,0,,,,413,824.5,2484.5,0,692180,129668,848,74310,103845
1,0,6,,0,,0,,1,3215,,,222,,7,560,0,0,,0,,,1,,1324,,0,1442,520492,10,15,149801
1,6,0,2,,1,,1,,,,69916,,20,0.142857,0,784,,1,5,119364,39617,,,,,6,10420,15721,21278,168904,63067
1,1,5,1,1,1,1,0,1,398731,,1803,3495,491159,3,588,750,0,0,1,1803,,,,910,5218,10165,34,39,11,182,15677
1,1,5,1,0,0,1,0,1,24,,1067,362,12,3,134,200,0,0,1,1067,,16,375,701.5,,9906,3,195,1037,16160,41589
1,4,2,1.5,0,1,0,1,1,1566,,8068,199,256585,0.6,1129,1931,0,1,4,12725,34831,,199,,,0,14623,39993,8638,353,19844
1,6,0,1.16667,,1,,2,,,,6970,,1353,0.142857,0,1079,,0,6,7335,10347,,,,,0,36167,11372,8500,123,21544
1,3,3,1.66667,0,0,0,0,1,571790,,9862,535,716,1,160,1282,0,0,3,18452,,11,,797.5,,0,16862,10608,49746,253186,2140
1,3,3,3.33333,0,1,0,0,1,329753,,39084,3472,7,1,508,406,0,0,3,104130,29710,21,,,5198,4,229244,49148,6628,96364,51949
1,4,2,1.25,0,1,0,1,1,10055,,1122,190,121520,0.6,343,1426,0,1,4,1880,26,26,354,,,722604,20082,450,15617,35810,7219
1,0,6,,1,,1,,1,4647,,,19787,,7,511,0,0,,0,,,14.5,391,,39434.7,13,2,4,672,714151,23038
1,5,1,1.4,0,1,0,1,1,20490,,11069,20,7788,0.333333,307,1163,0,0,5,12496,19131,20,,,,532,6604,20490,53149,253062,66683
1,4,2,1.75,1,2,0,1,1,236749,,9679,57,1100,0.6,913,1010,1,2,3,18911,15820,57,,,,1703,1314,4625,4081,47533,188482
1,5,1,1.8,0,1,0,1,1,2246,,14304,18,6421,0.333333,223,1564,0,0,5,24007,22570,18,,,,14,25723,63514,117932,64020,2246
1,6,0,1.5,,0,,0,,,,10110,,299,0.142857,0,1339,,2,4,25316,,,,,,3,30,5537,21701,14488,44570
1,4,2,1.25,-1,0,0,0,1,3360,,9369,193,1895,0.6,416,1246,1,1,4,9479,9259,12,374,,,4109,17672,280,5317,1110,13043
1,4,2,3.25,0,1,0,1,1,449545,,13949,4875,22,0.6,570,421,0,1,4,25965,,,,,4875,15699,20267,4274,5614,52,181314
1,6,0,1,,1,,1,,,,34649,,157,0.142857,0,2303,,1,6,34649,34649,,,,,20,5919,1569,10376,4156,3905
1,0,6,,1,,1,,1,41977,,,3811,,7,286,0,0,,0,,,,228,890,9985,5,2,5,6,5,6839
1,4,2,2.5,0,2,0,1,1,63,,16541,7363,8,0.6,169,1186,0,0,4,27341,6499,35,,,14690,99,20690,118,199538,28,309
1,3,3,2.33333,1,2,1,1,1,1614,,8519,96,30,1,707,695,0,0,3,16789,3250,67,154,,,0,51,279603,81,862480,3887
1,0,6,,1,,1,,1,1366,,,813,,7,1262,0,1,,0,,,,175.5,884.667,1870,373963,439167,49033,28,190,9906
1,6,0,1.83333,,1,,2,,,,32528,,849,0.142857,0,536,,2,5,72682,,,,,,10,4161,1184,4813,2456,24160
1,4,2,1.75,0,0,0,0,1,2399,,7096,296,6312,0.6,439,1314,1,0,4,7585,9285,10,,582,,80156,4757,22793,7693,104553,8818
