#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8
-1,1,7,1,1,1,1,0,1,943,,1041,2880,1726,4,357,366,1,0,1,1041,1041,8.5,109,535,6499,6,382,9,8,25,73,137,30
-1,7,1,2,0,0,0,1,1,9,,2880,6,112,0.25,272,828,0,3,7,5159,4860,6,,,,0,31043,27791,90688,92838,1148,244,49840
-1,1,7,0,1,0,1,0,2,784838,,,1922,,4,568,243,0,0,0,,,6,260.5,604,5201,498,45663,25,5,12,10,125130,50191
-1,3,5,7,0,1,0,0,1,1973,,24488,10033,6,1.5,293,610,0,1,3,137598,8267,,,1388,12194.2,9,7179,14,2866,8299,13339,93,3922
-1,8,0,2.5,,1,,1,,,,12808,,138,0.111111,0,231,,1,8,29053,9363,,,,,0,58001,16288,508,2819,864,1827,2688
-1,4,4,2.5,4,2,3,0,4,11,,21514,968,138,1,323,1199,1,3,4,57314,20034,55,,1272.33,,68,34691,17417,7466,11883,35760,39993,93518
-1,1,7,1,4,2,5,0,2,21149,,18507,10082,6,4,504,443,1,0,1,18507,18507,,247,1545,22762.7,26788,1741,5,1143,543,10,5185,8
-1,7,1,1.28571,0,0,0,0,1,19577,,20092,1021,265,0.25,190,689,0,1,7,21254,21254,,,1021,,3,303,10318,24535,5382,13281,11414,6931
-1,2,6,2.5,2,2,2,0,2,45398,,9130,2248,9,2.33333,661,1036,2,1,2,16406,16406,,160,616,3177.5,0,2655,634,45489,47635,72086,98,1195
-1,8,0,2.375,,4,,5,,,,16982,,8,0.111111,0,1769,,2,8,33831,21656,,,,,4,401,4638,913,7109,4747,2505,1165
-1,6,2,2.16667,0,1,0,1,1,6663,,32364,271,1055,0.428571,1153,1080,0,0,6,41326,40613,,271,,,32890,31516,11709,116705,41864,42,119602,31565
-1,0,8,,0,,0,,1,150,,,363,,9,337,0,1,,0,,,23,188,561,2040,1102,303,49,503,741,242,17,837
-1,6,2,0.833333,1,0,0,2,1,160044,,758,378,29225,0.428571,190,729,0,1,4,811,1391,31,,724,,10,283628,1519,18434,33145,29074,133,20
-1,6,2,2.16667,2,6,2,4,3,77004,,30221,533,849,0.428571,959,1162,1,0,6,55899,55899,,92,974,,2,3397,9896,202786,182859,24761,45702,7300
-1,8,0,1.375,,1,,1,,,,11082,,76,0.111111,0,1710,,2,7,15016,9326,,,,,43,1725,3010,499,1850,3025,2977,15927
-1,4,4,0.5,0,0,0,0,1,142671,,9227,1777,47,1,1617,800,1,0,2,9227,,,120,1431,5435,40,102662,103388,75,5407,3,35,6203
-1,0,8,,2,,1,,2,1170,,,6203,,9,754,0,2,,0,,,23,184,1096,23509,21479,1115,334,77,1372,36,813,1453
-1,6,2,2.66667,0,1,0,1,1,32098,,14875,49,132,0.428571,247,2307,0,3,6,26422,9632,49,,,,280,1002,20438,27146,18468,54,4,55924
-1,4,4,3,2,3,2,2,2,55353,,3922,2666,54,1,329,631,1,2,3,13283,13183,,154,,10200,288,481,474553,41882,10,27422,151,179977
-1,2,6,1,2,2,1,0,2,772,,286,328,86425,2.33333,897,1004,2,1,2,286,286,,156,670.5,,476606,22,17,43,19,1396,108,251
-1,7,1,2.57143,0,1,0,1,1,27,,81929,248,190,0.25,230,503,6,1,7,100227,110907,,248,,,0,98319,10164,60559,35748,1126,2144,220917
-1,3,5,1,4,0,3,0,2,262231,,4954,1202,52,1.5,284,1746,0,1,3,4954,7508,31,155,992,3838,0,53368,1686,440,657,17518,9859,23
-1,0,8,,2,,2,,1,228471,,,1472,,9,904,0,1,,0,,,1,205,652,10095,8327,20,184,44,912,264,263,1278
-1,1,7,1,3,2,2,0,2,15319,,896,32694,65,4,1008,2037,0,1,1,896,896,,,896,37993.7,57726,5,1,9252,3689,15,65,11464
-1,2,6,1,1,4,1,3,2,12,,7226,3825,12,2.33333,723,2630,2,1,1,12546,12546,,,1009.25,9455,15612,102,12762,7192,1474,23204,9898,5995
-1,4,4,5.75,2,6,2,6,1,61,,11961,2498,5,1,248,266,1,0,4,26642,14605,,364,530,8569,2683,8,334,1241,8408,3399,5510,2484
-1,8,0,2,,1,,2,,,,3043,,8,0.111111,0,1128,,2,7,6186,1607,,,,,21176,2779,24434,1456,519,31315,8345,243466
-1,5,3,2.2,1,1,0,1,1,857,,25724,433,11,0.666667,216,848,0,3,5,33446,27337,,127,586.5,,1,111203,105142,29952,25993,9545,23454,1503
-1,8,0,0.875,,0,,0,,,,2714,,33,0.111111,0,701,,2,5,3089,,,,,,7,2821,10304,57363,4641,57637,8387,1609
-1,0,8,,2,,2,,2,8960,,,2686,,9,267,0,1,,0,,,2,,869,6293.33,63391,1617,6,16,1397,1408,1134,13
-1,8,0,3.25,,1,,1,,,,8779,,97,0.111111,0,587,,3,8,16778,10916,,,,,5,109,98,34711,6781,27336,32182,77416
-1,7,1,2.14286,0,0,0,1,1,5,,20945,7,1518,0.25,409,1246,0,3,6,70702,62701,7,,,,17524,147893,32091,9850,3,56136,6808,49463
-1,8,0,1.5,,0,,1,,,,38278,,99,0.111111,0,1688,,1,8,68746,85163,,,,,38,1080,205,10324,31337,24393,10395,4370
-1,0,8,,2,,2,,2,9,,,30,,9,553,0,1,,0,,,20.5714,92,,,4310,22,71,10181,35668,25827,24409,59
-1,3,5,1.33333,1,1,3,1,1,460,,532,892,564,1.5,530,509,0,1,3,761,983,,237.5,757,2470,41206,1507,39241,18,165694,150759,3366,5
-1,8,0,2.25,,1,,1,,,,48920,,56,0.111111,0,1431,,2,8,73904,54532,,,,,0,47263,25821,93226,24738,3336,1319,9933
-1,0,8,,2,,2,,2,1533,,,8164,,9,489,0,0,,0,,,,268,,12112.2,8,7,28,32,4,10,28444,13
-1,6,2,3.33333,0,1,0,1,1,130,,25566,37,118,0.428571,276,233,0,2,6,60990,7117,36.5,,,,8777,34,73,31,51,59,11,22
-1,6,2,1.16667,1,1,0,0,1,506411,,44571,27464,853,0.428571,768,1339,0,2,4,89583,86443,6,,,54922,9,43140,5012,277,1329,179,12,3491
-1,7,1,3.71429,0,2,0,1,1,159,,19723,604,11,0.25,566,317,0,2,7,74287,50776,,,604,,0,30351,3941,1948,2384,2926,159,2750
-1,5,3,3.2,1,4,0,2,1,66,,28068,5922,37069,0.666667,536,1671,0,2,5,90371,26263,,402,,8682,24,7556,383,2847,16919,2778,10460,1482
-1,4,4,0.5,1,1,1,0,1,421,,84732,25,675,1,521,1695,1,6,2,84732,67,25,,,,25,1349,62474,83011,18440,5,6,283
-1,5,3,2,1,1,1,2,1,14,,3392,39,12036,0.666667,196,1177,1,2,5,10351,10351,20,76,,,12,63277,14652,37719,106743,102,33,62942
-1,2,6,6,2,24,2,22,1,1487,,6024,3046,42,2.33333,300,405,0,0,2,13124,3938,,138,1323,5164.33,1746,1117,2681,4,15969,1287,0,82
-1,7,1,1.28571,0,0,0,0,1,2558,,14570,23,1874,0.25,191,1009,0,1,6,24105,,23,,,,9,18860,5491,5440,2108,1303,2558,26
-1,7,1,2.57143,2,1,0,1,3,709152,,37312,8309,46517,0.25,2273,541,0,2,7,79334,90056,,,,8309,0,105,12915,25736,94731,13764,46729,3326
-1,2,6,1.5,0,1,1,0,1,6438,,3651,354,89709,2.33333,505,463,1,0,2,3830,,26.8,,,1990,0,8615,275486,4317,607,3759,8276,1141
-1,7,1,1.14286,0,0,0,0,1,305466,,5088,69,458,0.25,1932,1397,0,2,6,6031,6412,,69,,,10,10140,19841,7604,32758,39059,38569,14686
-1,0,8,,2,,1,,1,47,,,1810,,9,310,0,3,,0,,,,254,1140.33,3517.67,0,89,679,71693,201362,1421,1968,85
-1,7,1,1.14286,0,0,0,0,1,2291,,3254,8,1377,0.25,1024,411,0,1,4,4482,972,8,,,,62,2290,0,7393,12747,26124,40195,52251
-1,6,2,1.66667,0,2,1,1,2,318,,14121,304,2280,0.428571,417,1070,2,2,6,30393,4508,20,,587,,7,4322,1215,4104,245,7178,5518,4464
-1,6,2,2,1,1,0,1,2,181,,946,1851,48,0.428571,511,438,1,2,5,1321,1396,,,,1851,3,22,7171,3119,23,33046,4008,1498
-1,0,8,,3,,4,,2,423,,,36404,,9,402,0,1,,0,,,,,,36403.6,29947,44519,211,1339,46,4320,159,1346
-1,3,5,0.666667,0,2,0,1,1,2206,,1686,478,20448,1.5,444,1335,1,1,2,1686,3163,66,78,,2100,32,141157,5904,4656,9628,44596,13,107628
-1,8,0,1.75,,1,,1,,,,8874,,52,0.111111,0,493,,2,8,10175,8171,,,,,11004,1906,637,1091,1096,67,1301,2214
-1,7,1,1.85714,2,1,0,2,3,28,,3877,914,90,0.25,679,1084,0,1,7,5057,5816,,,914,,134,11361,186,1697,1282,6868,4239,5962
-1,8,0,2,,0,,1,,,,13087,,5,0.111111,0,629,,4,6,32991,19705,,,,,42,1128,4173,12434,5729,109967,3062,88116
-1,1,7,3,0,0,0,0,1,47814,,1670,31,8,4,429,117,1,0,1,3487,,12.8333,138,,,16,29,2884,533143,959,23,17,100
-1,6,2,1.5,2,0,0,0,1,462291,,4230,1144,158,0.428571,661,1696,0,1,6,5868,4611,,123,,2164,27520,7558,299,3513,409,1548,1137,22
-1,4,4,5.5,1,3,0,2,1,146,,6771,957,6,1,489,1522,0,1,4,18002,6266,36,,1006,1780,34771,97818,37,111,329,1330,3704,1829
-1,8,0,5.75,,5,,6,,,,24145,,5,0.111111,0,247,,3,8,65149,52812,,,,,0,85,46,2186,1505,4170,238,545
-1,0,8,,1,,1,,2,117,,,1571,,9,248,0,1,,0,,,11,369,904.667,4550.5,11579,7118,113,11,4773,1634,2226,686
-1,6,2,1.83333,3,3,1,2,2,25,,28825,2066,60,0.428571,519,1586,1,0,6,51178,41259,,,,2066,11,41710,17237,45,1287,5659,1710,564
-1,7,1,5.28571,2,4,0,4,4,113,,15708,761,35,0.25,983,644,0,1,7,65518,2978,,,761,,74,6343,81808,50280,152584,21568,7064,10198
-1,7,1,1.42857,0,1,0,1,1,18307,,8780,33,78,0.25,829,805,0,4,5,16134,1320,33,,,,0,6382,2664,4155,3179,8307,49593,287923
-1,0,8,,2,,1,,1,143306,,,689,,9,1207,0,2,,0,,,13.5,160.5,1114,3728,736,35,7971,55,26,21,233,33
-1,7,1,1.28571,0,1,0,1,1,2553,,8155,154,1747,0.25,74,2042,0,2,6,12493,11890,,154,,,32628,33157,46427,61879,2553,370,201416,42910
-1,1,7,2,0,2,1,0,2,10625,,6796,1486,66,4,283,498,1,0,1,12548,1043,,212.5,1116.67,3315,32515,3615,5,5341,159,113,1903,1023
-1,6,2,2,0,1,0,1,1,266054,,27708,73,14,0.428571,422,5148,0,1,6,53587,59745,,73,,,45938,19994,7504,3077,180982,5775,1149,23
-1,7,1,2.71429,1,1,0,1,2,3,,9615,38,14,0.25,95,526,0,1,7,17827,5226,38,,,,2,7397,12734,5672,3204,2449,4482,1327
-1,8,0,3.625,,1,,1,,,,22020,,7,0.111111,0,1265,,2,8,45132,25075,,,,,0,99,11351,489,164,797,29331,8263
-1,1,7,3,1,1,1,0,1,885,,7362,7353,997,4,904,806,1,0,1,9121,,,188,615,21255.5,33,21,9,13,8,22,45,42
-1,4,4,3.5,1,3,0,2,1,21959,,14089,602,6,1,376,313,1,2,4,37196,12709,16,214,1089.5,,38717,217,45,1414,51,1095,1170,7
-1,0,8,,1,,1,,1,401160,,,8131,,9,290,0,0,,0,,,,,658.5,11120.4,120758,4669,3880,10538,9888,30,14,24
-1,4,4,2.75,1,0,1,0,1,1843,,36182,6564,53,1,191,588,0,1,4,105854,119852,,87,,25995,0,1204,101,1505,41,7152,1476,11209
-1,8,0,1.875,,1,,1,,,,4012,,11,0.111111,0,1142,,1,7,5431,2765,,,,,3,18723,2794,388,1419,24225,42,112
-1,5,3,1.6,4,2,2,1,2,862,,3316,2028,22,0.666667,867,615,1,1,4,4780,2543,,,571,4942,13078,201218,298541,8043,83863,8,4,49
-1,4,4,1.5,1,1,1,1,3,6387,,9997,2196,104,1,265,1115,1,3,3,18394,18394,13,415,,7942,1423,36,782,763,1234,334,56115,224365
-1,0,8,,1,,1,,1,169846,,,84,,9,630,0,0,,0,,,19.5,275.5,,,6,12,14,12,27,9,21,19
-1,0,8,,3,,1,,2,12910,,,4301,,9,786,0,1,,0,,,,,910,5657.4,0,4684,21802,2917,6394,2012,14303,1460
-1,1,7,6,1,3,2,0,2,63491,,768,1931,32,4,788,4681,0,0,1,2522,78,35,181,909,3828,0,11291,122,1365,10,144,12,29
-1,8,0,3,,0,,1,,,,15470,,4,0.111111,0,446,,1,8,26914,16576,,,,,0,17783,10820,7141,66934,129,146394,37279
-1,0,8,,4,,5,,2,167883,,,640,,9,878,0,2,,0,,,58,127,850.333,2269,27,8938,10,16,31484,11583,1481,70690
-1,8,0,1,,0,,0,,,,6178,,2403,0.111111,0,1387,,2,6,7940,9451,,,,,161,72552,15384,151985,74996,46683,24486,1076
-1,1,7,2,0,1,1,0,1,10546,,1577,168,7,4,573,521,2,2,1,2017,1137,32.8,339,673,,289846,77307,18,1421,19,21,77,4445
-1,2,6,3,1,1,1,0,1,33,,26070,266,33,2.33333,257,396,1,2,2,66826,18359,25.5,157.333,1071,,51,172909,30,127,9,8,240,9365
-1,0,8,,2,,3,,2,63544,,,1715,,9,911,0,1,,0,,,30.5,134,746,4216,17,4476,6,10,7,10,2,9
-1,8,0,1.625,,1,,1,,,,6290,,70,0.111111,0,1150,,2,7,8430,7774,,,,,8392,3061,1278,2852,32,148386,1383,27435
-1,1,7,1,0,1,0,0,1,527,,4372,73,56,4,554,752,1,0,1,4372,4372,32.5,153.5,,,1296,27,449,842,123,71,139,19
-1,0,8,,0,,1,,1,267,,,579,,9,304,0,2,,0,,,8.75,71,988.5,2549,1431,239,373,38,693,118,94,1158
-1,5,3,1.2,2,1,2,1,1,794,,5244,148,2162,0.666667,1298,1594,1,2,5,5250,5826,55,194,,,203,11636,1130,90452,57871,1020,3713,36906
-1,8,0,1.875,,3,,3,,,,9304,,84591,0.111111,0,1321,,2,8,16868,24868,,,,,1604,73314,16539,37598,40062,211952,26016,1880
-1,0,8,,0,,0,,1,51,,,1107,,9,415,0,1,,0,,,21,265,963,7032,253056,2982,4258,4435,89,1036,133,8335
-1,0,8,,2,,1,,1,37,,,1512,,9,872,0,4,,0,,,23,80,627,5618.5,68,15,184,67,1332,16,125,699
-1,0,8,,1,,1,,1,199143,,,509,,9,762,0,1,,0,,,37.6667,247,927.25,,0,1964,3698,1960,5,132,1352,8
-1,7,1,0.714286,0,0,0,0,1,1700,,3014,21,389,0.25,116,375,0,0,4,3066,,21,,,,7,85013,19268,38227,4216,1700,17529,26184
-1,5,3,1.8,0,1,0,2,1,42,,4751,92,104,0.666667,316,1370,0,4,4,8788,4230,39.5,197,,,16,8865,113718,212975,9774,14599,4163,104
-1,1,7,1,0,0,1,0,1,13,,160,497,4,4,489,504,1,0,1,160,,9.5,98.3333,630,2532,5340,63,34,22,96,17,56,35
-1,3,5,2,1,2,1,1,1,29801,,7847,12117,65,1.5,413,954,0,1,3,14965,6155,,,538,15977,79308,23119,22822,13258,8556,223616,122,368263
-1,0,8,,1,,2,,1,583,,,6715,,9,282,0,1,,0,,,,367.5,1272,15784.5,30000,231,11,2812,30,249,3830,24395
-1,6,2,1.16667,1,0,1,0,1,3747,,4908,64,582,0.428571,195,492,1,0,6,4957,5912,31,96,,,1015,16275,2718,1181,7054,10,18767,10254
-1,2,6,1.5,1,3,1,0,2,156618,,10537,3903,469,2.33333,293,296,1,3,2,10566,10566,,88,1388.5,6850.67,976,128,2867,1373,6,8612,102108,34739
-1,4,4,4,1,10,1,14,2,651,,6551,3429,1031,1,409,491,0,1,4,17312,8854,,,594,4374.33,250618,1478,278374,78,19544,557,35,10016
-1,1,7,1,0,0,1,0,1,124,,392,853,4825,4,450,1976,0,2,1,392,,7,112,660,2537,187787,15,17,15,3638,12977,22,48393
-1,2,6,0,0,0,0,0,1,685085,,,3351,,2.33333,325,1235,0,1,0,,,20.3333,130,1586,18327,1187,1443,39,5710,7,830,572,38
-1,1,7,1,0,3,0,0,1,30164,,40655,222,17,4,482,676,1,0,1,40655,40655,16,133.75,502.5,,487,4019,25,1300,106,4012,24,194
-1,1,7,1,1,1,1,0,1,204255,,53,16600,650737,4,854,1201,0,0,1,53,,46,160,825,38337.3,8703,1741,84964,39,28,834,192822,104017
-1,4,4,3.5,1,3,2,2,1,57005,,6352,5742,284,1,956,1124,1,1,4,7566,6407,,,661,7435.33,22,205,8643,7137,36,1004,761,19519
-1,7,1,2,0,1,0,1,1,50,,44699,1,551,0.25,363,881,0,2,7,68731,36804,1,,,,0,179811,253830,287483,123545,3218,360,15665
-1,8,0,2.75,,2,,2,,,,40299,,33,0.111111,0,841,,2,8,60372,37739,,,,,162,256697,2409,138459,12834,35062,51742,3012
-1,6,2,4.66667,1,2,0,2,1,2,,46871,488,13,0.428571,156,1164,1,1,6,110852,93371,,396,579,,158,79111,243128,10197,89,8656,21603,19316
-1,3,5,1.33333,1,1,1,1,1,56212,,37093,2081,895,1.5,471,1232,0,1,2,94056,,6,230,1028.5,8110,55619,8,504251,16840,56580,177656,15,7954
-1,4,4,6.25,2,19,2,21,2,11207,,10593,7518,17,1,623,1647,1,0,4,21907,6889,,,888,14148,212,1364,52,8653,1344,4343,2851,7078
-1,1,7,5,1,7,1,0,2,413,,12837,4146,4,4,517,136,1,1,1,29482,20943,32,125,991,8962,5,37537,26,929,359,1282,98,486
-1,8,0,2.125,,1,,1,,,,25311,,26,0.111111,0,1369,,2,8,31544,29605,,,,,0,1359,60,9924,1188,605,15236,10351
-1,8,0,1.625,,2,,3,,,,11390,,651,0.111111,0,1458,,1,7,17047,13355,,,,,9,17246,10170,30057,109434,1608,8533,5625
-1,0,8,,2,,4,,2,734,,,7316,,9,766,0,2,,0,,,,,,7316,49,17,95,13235,2478,4279,265,463
-1,3,5,2.33333,1,1,1,2,1,162500,,12904,1557,13,1.5,559,583,1,3,3,24463,15181,,369,1088,4873,24,82789,550381,92186,50393,511,17,3
-1,0,8,,1,,1,,2,202,,,1820,,9,345,0,1,,0,,,10,,1044.5,10352,11560,451,1578,2059,12,695,426,1702
-1,3,5,2,6,4,12,3,2,47084,,94845,11717,5,1.5,161,1433,1,0,3,160385,6402,,,1445,14285,10,31,1310,2890,21,3,18,6977
-1,8,0,1.375,,0,,2,,,,6539,,595,0.111111,0,717,,1,7,8553,8529,,,,,0,1355,2585,91119,25813,5597,10416,3782
-1,0,8,,1,,1,,2,9321,,,1772,,9,933,0,1,,0,,,19,174,1451,5444,17,18,50408,57,776,3995,19,5792
-1,0,8,,2,,1,,1,59,,,1695,,9,295,0,1,,0,,,22,311,1210,2998.25,76612,7,50,7,11,919,2324,979
-1,1,7,2,1,4,1,0,1,227,,39743,380,84,4,380,636,1,0,1,79217,79217,8.5,177,763,,19,4549,1295,2754,1308,10179,4854,873
-1,8,0,1.5,,1,,1,,,,15193,,8787,0.111111,0,1212,,2,8,20989,8645,,,,,11,2779,5664,170,2939,1422,8300,7379
-1,0,8,,0,,1,,1,138,,,594,,9,450,0,1,,0,,,1,236,856,,770,39,219,1231,130,19,7,18930
-1,6,2,1.5,2,2,0,1,1,237,,19841,2121,542,0.428571,1135,1081,1,4,6,22212,20722,,419,,3822,0,24,93,133,176,320,2163,523
-1,8,0,1.375,,0,,0,,,,3959,,10,0.111111,0,3390,,1,5,5557,6161,,,,,12,7274,12834,2986,87,4502,11210,5739
-1,0,8,,0,,0,,1,1678,,,555,,9,300,0,2,,0,,,3,210.333,950.75,,1318,54,4399,167086,4711,3940,1753,3151
-1,3,5,2,1,1,1,0,2,9828,,1598,663,127059,1.5,491,2546,2,0,3,2370,1474,,379,852,,36425,27,19,40192,41909,1162,9,27390
-1,5,3,1.6,0,2,0,1,1,3683,,2901,238,679,0.666667,675,1596,0,0,5,6721,238,,238,,,75014,1227,82455,8351,28682,1314,112,1383
-1,5,3,0.8,1,1,1,1,1,142706,,1429,441,17984,0.666667,423,1547,0,0,3,2064,793,41,197,1084,,80795,80295,4668,53306,123755,8607,31919,8636
-1,8,0,3,,2,,2,,,,43686,,4,0.111111,0,429,,1,8,64134,46610,,,,,3,137,1048,242,2700,166,68,31
-1,8,0,2.25,,0,,0,,,,39239,,33082,0.111111,0,418,,1,7,52201,35823,,,,,6,13835,361,14067,4594,5399,192,18904
-1,3,5,2.33333,0,2,0,0,1,126886,,31530,3972,87,1.5,239,1571,0,1,3,68721,17937,6,,840.333,17331,18,1389,5041,8498,2458,15,4,241
-1,0,8,,2,,1,,1,3447,,,4011,,9,689,0,1,,0,,,44,340.5,1358,9986.33,959,38,1614,57,217,2399,4600,294
-1,1,7,2,7,3,10,0,1,890,,689,1721,248098,4,1618,522,2,0,1,1377,,48.5,113,909.5,5010.5,228712,25,26490,1090,212,54,1069,720
-1,7,1,1.85714,0,1,0,1,1,382,,8940,201,62,0.25,336,306,1,1,7,15970,2915,,201,,,2,1497,8566,12915,1392,1933,3859,93921
-1,8,0,3,,2,,3,,,,12718,,53,0.111111,0,1389,,3,8,28106,24710,,,,,12,112738,2274,19269,2381,11775,213240,20244
-1,4,4,1.75,7,1,8,0,3,181841,,5522,205,965,1,590,2101,1,2,4,9243,2613,16,267.667,,,363998,97751,66369,339750,12858,1518,214,56019
-1,1,7,15,1,11,1,0,2,2214,,5686,4511,7,4,344,2070,0,0,1,24902,8569,31,,1484,6011.8,71,662,857,1208,732,1337,27,154
-1,8,0,1.75,,1,,1,,,,10431,,7,0.111111,0,1530,,3,7,14053,9900,,,,,0,529,2809,6387,219,7629,23291,86917
-1,7,1,2.28571,1,1,0,1,2,2898,,20974,113,28133,0.25,420,1081,0,1,7,41693,32715,,113,,,56,24591,2898,11851,28673,177523,15202,43070
-1,7,1,1.28571,1,4,0,5,1,175,,12506,196,54,0.25,178,999,0,1,6,13439,7513,,196,,,78582,73203,54753,136533,175,101429,129766,90023
-1,5,3,2.2,0,2,0,3,1,312786,,49437,1045,114,0.666667,1211,1263,0,6,5,128118,98180,11.5,,,3111,22,1358,289907,867,33228,21965,232979,110
-1,3,5,4,3,2,2,2,2,6204,,12276,1968,4,1.5,439,254,1,0,3,25333,21827,,128,1191,4584,5,138,1518,418,12,19766,14,1303
-1,8,0,1,,0,,1,,,,15255,,55,0.111111,0,401,,3,6,18489,12020,,,,,628,6106,43,1229,1829,43,149,2821
-1,4,4,1.75,0,9,0,14,1,16,,10297,376,413,1,373,480,1,1,3,12375,9769,6.5,,745.5,,530,7155,8,19,10958,318,1164,603
-1,8,0,2,,0,,1,,,,8121,,8,0.111111,0,1278,,1,7,11690,11456,,,,,0,16238,51336,39105,28913,60239,268095,16042
-1,6,2,1.33333,0,0,0,0,1,2098,,3806,339,96,0.428571,214,290,0,1,5,5782,6372,44,,634,,36,245,3997,8603,294,1543,7235,21190
-1,1,7,4,4,3,3,0,4,60,,121717,1498,6,4,216,481,2,0,1,231365,231365,,362,845.5,2689.67,21135,1595,6911,1763,1456,9706,28822,99317
-1,1,7,2,2,5,3,0,2,536,,13597,1736,5,4,1009,1017,0,0,1,18502,8691,1,439,863.667,7384,10,7716,22473,58,2666,7494,61,1613
-1,6,2,1.33333,1,1,0,1,1,17768,,3418,28,49,0.428571,506,397,0,3,5,6420,358,28,,,,12883,3773,101,137,598,47,24,736
-1,2,6,0.5,2,1,2,0,1,34035,,884,1050,131,2.33333,728,1217,0,1,1,884,884,8.5,,694,2446,3,238933,1351,44547,4269,344,15539,131
-1,6,2,2,1,1,0,1,1,57,,11936,465,79,0.428571,205,1584,1,4,6,13410,12842,,199,730,,362239,60,35171,16872,105,36261,759,9076
-1,2,6,2,1,2,1,2,1,1446,,15825,7147,117,2.33333,661,691,1,0,2,16551,16346,12,,942.5,20487.5,9,361286,5520,159,16,73,2557,4301
-1,5,3,3.6,1,3,0,2,1,3347,,13955,572,35,0.666667,488,1455,0,1,5,48719,47004,3,,856.5,,0,99089,10011,117451,106136,5062,19,3031
-1,6,2,3.83333,1,4,0,4,1,18890,,5498,5521,57,0.428571,695,1166,0,2,6,18950,9206,,,1139,9903,22,8727,8636,27,69,55319,17820,2985
-1,1,7,0,0,1,1,0,1,2035,,,742,,4,736,556,2,1,0,,,33,174.5,1235,2310,255790,536,36,9,8,12,802,28754
-1,8,0,2.75,,2,,1,,,,13949,,51,0.111111,0,1091,,0,8,19835,19465,,,,,0,1060,713,2084,32,1505,729,5730
-1,3,5,3,0,1,1,1,1,486,,33511,3497,12,1.5,317,1071,0,0,3,90800,,,92.3333,986,16222,143173,10,12,8,4,690,4165,27
-1,8,0,1.625,,1,,1,,,,10276,,160,0.111111,0,650,,1,8,14562,5726,,,,,632526,103231,66235,96426,6141,44544,48689,10455
-1,7,1,1.57143,0,0,0,0,1,1189,,4226,22,5,0.25,1430,952,2,1,4,6438,3929,22,,,,18,131936,6650,102,2501,20221,20,1189
-1,3,5,1.66667,1,2,1,1,2,9111,,6626,1201,32203,1.5,201,429,1,2,3,6746,6746,9,,1107,2439.5,63451,1782,8132,2883,3172,368254,262093,1846
-1,8,0,2.375,,1,,2,,,,15374,,7,0.111111,0,1416,,1,8,39813,36004,,,,,1486,7444,1079,7360,4265,7415,43,8208
-1,3,5,1.66667,0,1,1,0,1,135128,,30837,501,40738,1.5,989,1697,2,0,3,46314,23056,14.5,85,1196,,16,87782,10228,1112,47,38,1383,10366
-1,4,4,1.75,2,3,1,3,2,253379,,40731,1445,399,1,730,1172,1,1,4,63334,63334,39,163,562,5014,0,7107,18733,17798,1148,172,1135,6065
-1,0,8,,1,,1,,1,114315,,,1536,,9,770,0,1,,0,,,24,74,,4022.33,19,46073,177099,5021,1050,1174,2666,596
-1,5,3,2.2,3,2,3,2,1,4877,,11163,135,85,0.666667,353,651,0,1,5,21443,13051,35,334,,,4,387348,448649,141352,559949,26245,2,456172
-1,6,2,1.16667,1,0,1,0,1,14,,6449,156,6,0.428571,162,330,1,2,5,8473,8473,3,309,,,4,33000,27259,31800,27498,21596,4244,7300
-1,0,8,,1,,1,,1,64762,,,591,,9,347,0,0,,0,,,17.75,143.5,,2185.5,65923,3,64,1597,30,5809,2749,375
-1,8,0,3.375,,0,,2,,,,20361,,23,0.111111,0,432,,4,8,44898,28998,,,,,71,5681,3701,8617,688,463,5638,21388
-1,7,1,0.857143,0,1,0,0,1,6804,,1082,29,3373,0.25,402,1356,0,1,6,1082,1268,29,,,,25,18587,322,1418,6804,1580,39102,12658
-1,4,4,3.25,3,24,3,41,2,12,,17155,3723,19,1,384,774,1,0,4,27166,18131,,338,1243,9588,55,42,2482,50,382,1748,48,2095
-1,8,0,0.875,,0,,0,,,,29813,,160,0.111111,0,481,,1,4,47604,46967,,,,,16,1648,8962,972,2286,4965,1730,27741
-1,0,8,,2,,1,,1,73,,,3156,,9,944,0,1,,0,,,,233.667,976.5,7530,40,1092,213187,1860,991,21,73,4217
-1,0,8,,1,,1,,1,21,,,937,,9,419,0,2,,0,,,24.5,136.5,836.333,4662,3,274,516,10,6,56,11,470
-1,0,8,,0,,0,,1,38,,,170,,9,489,0,0,,0,,,22.5,103,964,,22,39,324,9,389,3820,3,873
-1,8,0,0.75,,0,,1,,,,2430,,57,0.111111,0,4650,,3,4,2745,,,,,,38,1342,1353,110,1499,1240,4693,1071
-1,8,0,1.25,,1,,1,,,,3526,,82178,0.111111,0,516,,1,7,3869,4651,,,,,4,315411,13742,38136,5288,17320,29914,6631
